,Invoice ID,sum(Rejection Reason Count)
130,Invoice 178231,0
131,Invoice 281526,0
132,Invoice 139136,0
133,Invoice 207952,0
134,Invoice 272819,0
135,Invoice 78497,0
136,Invoice 271656,0
137,Invoice 166482,0
138,Invoice 191673,0
139,Invoice 316104,0
140,Invoice 175918,0
141,Invoice 231326,0
142,Invoice 171021,0
143,Invoice 231422,0
144,Invoice 231790,0
145,Invoice 276034,0
146,Invoice 233603,0
147,Invoice 179533,0
148,Invoice 198466,0
149,Invoice 170047,0
150,Invoice 285876,0
151,Invoice 262737,0
152,Invoice 33200,0
153,Invoice 266602,0
154,Invoice 292065,0
155,Invoice 325358,0
156,Invoice 127328,0
157,Invoice 164859,0
158,Invoice 266471,0
159,Invoice 285794,0
160,Invoice 245889,0
161,Invoice 225735,0
162,Invoice 192390,0
163,Invoice 309354,0
164,Invoice 17129,0
165,Invoice 265591,0
166,Invoice 237165,0
167,Invoice 314888,0
168,Invoice 153567,0
169,Invoice 303634,0
170,Invoice 241396,0
171,Invoice 77854,0
172,Invoice 190995,0
173,Invoice 312177,0
174,Invoice 179309,0
175,Invoice 212405,0
176,Invoice 252730,0
177,Invoice 169180,0
178,Invoice 175286,0
179,Invoice 201318,0
180,Invoice 205371,0
181,Invoice 54529,0
182,Invoice 87344,0
183,Invoice 249549,0
184,Invoice 279434,0
185,Invoice 323503,0
186,Invoice 257149,0
187,Invoice 240571,0
188,Invoice 87803,0
189,Invoice 251471,0
190,Invoice 241048,0
191,Invoice 220119,0
192,Invoice 305596,0
193,Invoice 312061,0
194,Invoice 218768,0
195,Invoice 272305,0
196,Invoice 241979,0
197,Invoice 285405,0
198,Invoice 178530,0
199,Invoice 108422,0
200,Invoice 187269,0
201,Invoice 231521,0
202,Invoice 174267,0
203,Invoice 300887,0
204,Invoice 175227,0
205,Invoice 274554,0
206,Invoice 210989,0
207,Invoice 178091,0
208,Invoice 166929,0
209,Invoice 99877,0
210,Invoice 292968,0
211,Invoice 296314,0
212,Invoice 215626,0
213,Invoice 315274,0
214,Invoice 37680,0
215,Invoice 235543,0
216,Invoice 196999,0
217,Invoice 284139,0
218,Invoice 37314,0
219,Invoice 63313,0
220,Invoice 270943,0
221,Invoice 248690,0
222,Invoice 277061,0
223,Invoice 148271,0
224,Invoice 234813,0
225,Invoice 286557,0
226,Invoice 251844,0
227,Invoice 214019,0
228,Invoice 96164,0
229,Invoice 194177,0
230,Invoice 311903,0
231,Invoice 13133,0
232,Invoice 22287,0
233,Invoice 309064,0
234,Invoice 21759,0
235,Invoice 214835,0
236,Invoice 242213,0
237,Invoice 199340,0
238,Invoice 204510,0
239,Invoice 77553,0
240,Invoice 216361,0
241,Invoice 20375,0
242,Invoice 1854,0
243,Invoice 148967,0
244,Invoice 87588,0
245,Invoice 242410,0
246,Invoice 259988,0
247,Invoice 137622,0
248,Invoice 318886,0
249,Invoice 247019,0
250,Invoice 263443,0
251,Invoice 284551,0
252,Invoice 292271,0
253,Invoice 51585,0
254,Invoice 147704,0
255,Invoice 180588,0
256,Invoice 87538,0
257,Invoice 273535,0
258,Invoice 61308,0
259,Invoice 284599,0
260,Invoice 288606,0
261,Invoice 274465,0
262,Invoice 293510,0
263,Invoice 287010,0
264,Invoice 202897,0
265,Invoice 166048,0
266,Invoice 202235,0
267,Invoice 268571,0
268,Invoice 143683,0
269,Invoice 166617,0
270,Invoice 261413,0
271,Invoice 99429,0
272,Invoice 309093,0
273,Invoice 122044,0
274,Invoice 93367,0
275,Invoice 38272,0
276,Invoice 247501,0
277,Invoice 268528,0
278,Invoice 249577,0
279,Invoice 191483,0
280,Invoice 146453,0
281,Invoice 140053,0
282,Invoice 312782,0
283,Invoice 310594,0
284,Invoice 12388,0
285,Invoice 204423,0
286,Invoice 193757,0
287,Invoice 296342,0
288,Invoice 186431,0
289,Invoice 108558,0
290,Invoice 199231,0
291,Invoice 298147,0
292,Invoice 218762,0
293,Invoice 233026,0
294,Invoice 100895,0
295,Invoice 227420,0
296,Invoice 196424,0
297,Invoice 208499,0
298,Invoice 231387,0
299,Invoice 198801,0
300,Invoice 187479,0
301,Invoice 324232,0
302,Invoice 216017,0
303,Invoice 196857,0
304,Invoice 189160,0
305,Invoice 199709,0
306,Invoice 300115,0
307,Invoice 194969,0
308,Invoice 324906,0
309,Invoice 300313,0
310,Invoice 264372,0
311,Invoice 5598,0
312,Invoice 214499,0
313,Invoice 217989,0
314,Invoice 20461,0
315,Invoice 313899,0
316,Invoice 282089,0
317,Invoice 205272,0
318,Invoice 52203,0
319,Invoice 145658,0
320,Invoice 309086,0
321,Invoice 280714,0
322,Invoice 227663,0
323,Invoice 37485,0
324,Invoice 266377,0
325,Invoice 287547,0
326,Invoice 238810,0
327,Invoice 260910,0
328,Invoice 270569,0
329,Invoice 147170,0
330,Invoice 231076,0
331,Invoice 312052,0
332,Invoice 216497,0
333,Invoice 222807,0
334,Invoice 295310,0
335,Invoice 260610,0
336,Invoice 233116,0
337,Invoice 291352,0
338,Invoice 173117,0
339,Invoice 196062,0
340,Invoice 258914,0
341,Invoice 154183,0
342,Invoice 236252,0
343,Invoice 321628,0
344,Invoice 311975,0
345,Invoice 213979,0
346,Invoice 302038,0
347,Invoice 232674,0
348,Invoice 243854,0
349,Invoice 80902,0
350,Invoice 188460,0
351,Invoice 136248,0
352,Invoice 208020,0
353,Invoice 192402,0
354,Invoice 278479,0
355,Invoice 77674,0
356,Invoice 178250,0
357,Invoice 3850,0
358,Invoice 169040,0
359,Invoice 145541,0
360,Invoice 81840,0
361,Invoice 212622,0
362,Invoice 250393,0
363,Invoice 273792,0
364,Invoice 296359,0
365,Invoice 43679,0
366,Invoice 218843,0
367,Invoice 164568,0
368,Invoice 107570,0
369,Invoice 66448,0
370,Invoice 154320,0
371,Invoice 317255,0
372,Invoice 238228,0
373,Invoice 246617,0
374,Invoice 131654,0
375,Invoice 178268,0
376,Invoice 259754,0
377,Invoice 275299,0
378,Invoice 107664,0
379,Invoice 34026,0
380,Invoice 172295,0
381,Invoice 56352,0
382,Invoice 185208,0
383,Invoice 173830,0
384,Invoice 60018,0
385,Invoice 250146,0
386,Invoice 39325,0
387,Invoice 195396,0
388,Invoice 227127,0
389,Invoice 274772,0
390,Invoice 221238,0
391,Invoice 186572,0
392,Invoice 308813,0
393,Invoice 306515,0
394,Invoice 295931,0
395,Invoice 175225,0
396,Invoice 64895,0
397,Invoice 324179,0
398,Invoice 236438,0
399,Invoice 264954,0
400,Invoice 262056,0
401,Invoice 233258,0
402,Invoice 234244,0
403,Invoice 233522,0
404,Invoice 215661,0
405,Invoice 178193,0
406,Invoice 210921,0
407,Invoice 200046,0
408,Invoice 245482,0
409,Invoice 276655,0
410,Invoice 308790,0
411,Invoice 242018,0
412,Invoice 290910,0
413,Invoice 228981,0
414,Invoice 300058,0
415,Invoice 268586,0
416,Invoice 294321,0
417,Invoice 214175,0
418,Invoice 203338,0
419,Invoice 224251,0
420,Invoice 262717,0
421,Invoice 231056,0
422,Invoice 325209,0
423,Invoice 245555,0
424,Invoice 212493,0
425,Invoice 184556,0
426,Invoice 293079,0
427,Invoice 179333,0
428,Invoice 194704,0
429,Invoice 245056,0
430,Invoice 240469,0
431,Invoice 157032,0
432,Invoice 144026,0
433,Invoice 219534,0
434,Invoice 228590,0
435,Invoice 180714,0
436,Invoice 126504,0
437,Invoice 192525,0
438,Invoice 221416,0
439,Invoice 147445,0
440,Invoice 322421,0
441,Invoice 253886,0
442,Invoice 281257,0
443,Invoice 200278,0
444,Invoice 229078,0
445,Invoice 197610,0
446,Invoice 202342,0
447,Invoice 159730,0
448,Invoice 314411,0
449,Invoice 27772,0
450,Invoice 202452,0
451,Invoice 63153,0
452,Invoice 217319,0
453,Invoice 310999,0
454,Invoice 15410,0
455,Invoice 265464,0
456,Invoice 237644,0
457,Invoice 200240,0
458,Invoice 226069,0
459,Invoice 268776,0
460,Invoice 67021,0
461,Invoice 302989,0
462,Invoice 260215,0
463,Invoice 178585,0
464,Invoice 220124,0
465,Invoice 83707,0
466,Invoice 216156,0
467,Invoice 224197,0
468,Invoice 260352,0
469,Invoice 86888,0
470,Invoice 247377,0
471,Invoice 303906,0
472,Invoice 325334,0
473,Invoice 252750,0
474,Invoice 35405,0
475,Invoice 160613,0
476,Invoice 87992,0
477,Invoice 224092,0
478,Invoice 220716,0
479,Invoice 216587,0
480,Invoice 312906,0
481,Invoice 168658,0
482,Invoice 121570,0
483,Invoice 218426,0
484,Invoice 47433,0
485,Invoice 283325,0
486,Invoice 191181,0
487,Invoice 50811,0
488,Invoice 308753,0
489,Invoice 169034,0
490,Invoice 175827,0
491,Invoice 193195,0
492,Invoice 73645,0
493,Invoice 259776,0
494,Invoice 22538,0
495,Invoice 221674,0
496,Invoice 219612,0
497,Invoice 210900,0
498,Invoice 324905,0
499,Invoice 310130,0
500,Invoice 244910,0
501,Invoice 276961,0
502,Invoice 218054,0
503,Invoice 99904,0
504,Invoice 290711,0
505,Invoice 242591,0
506,Invoice 87071,0
507,Invoice 236315,0
508,Invoice 259682,0
509,Invoice 300761,0
510,Invoice 301634,0
511,Invoice 323764,0
512,Invoice 284119,0
513,Invoice 125949,0
514,Invoice 187716,0
515,Invoice 95773,0
516,Invoice 192901,0
517,Invoice 274356,0
518,Invoice 291057,0
519,Invoice 228808,0
520,Invoice 299829,0
521,Invoice 319953,0
522,Invoice 215822,0
523,Invoice 300524,0
524,Invoice 200862,0
525,Invoice 305857,0
526,Invoice 259048,0
527,Invoice 92619,0
528,Invoice 10804,0
529,Invoice 198457,0
530,Invoice 286919,0
531,Invoice 223967,0
532,Invoice 172562,0
533,Invoice 5392,0
534,Invoice 195219,0
535,Invoice 206779,0
536,Invoice 268696,0
537,Invoice 39055,0
538,Invoice 189624,0
539,Invoice 183390,0
540,Invoice 305748,0
541,Invoice 62030,0
542,Invoice 263012,0
543,Invoice 263128,0
544,Invoice 271591,0
545,Invoice 284110,0
546,Invoice 301575,0
547,Invoice 324811,0
548,Invoice 115288,0
549,Invoice 298369,0
550,Invoice 316550,0
551,Invoice 119622,0
552,Invoice 229123,0
553,Invoice 217242,0
554,Invoice 199288,0
555,Invoice 66219,0
556,Invoice 25337,1
557,Invoice 234277,0
558,Invoice 274716,0
559,Invoice 249342,0
560,Invoice 185845,0
561,Invoice 235649,0
562,Invoice 217323,0
563,Invoice 281248,0
564,Invoice 158042,0
565,Invoice 278877,0
566,Invoice 210021,0
567,Invoice 196947,0
568,Invoice 65793,0
569,Invoice 166736,0
570,Invoice 39791,0
571,Invoice 288812,0
572,Invoice 21834,0
573,Invoice 170162,0
574,Invoice 283214,0
575,Invoice 259193,0
576,Invoice 304140,0
577,Invoice 232120,0
578,Invoice 168254,0
579,Invoice 239101,0
580,Invoice 305135,0
581,Invoice 121961,0
582,Invoice 322854,0
583,Invoice 208228,0
584,Invoice 254528,0
585,Invoice 206650,0
586,Invoice 181903,0
587,Invoice 286375,0
588,Invoice 215821,0
589,Invoice 266429,0
590,Invoice 234711,0
591,Invoice 248937,0
592,Invoice 199632,0
593,Invoice 176325,0
594,Invoice 268957,0
595,Invoice 287281,0
596,Invoice 233649,0
597,Invoice 324635,0
598,Invoice 191610,0
599,Invoice 27345,0
600,Invoice 221723,0
601,Invoice 43934,0
602,Invoice 264453,0
603,Invoice 176919,0
604,Invoice 225157,0
605,Invoice 165055,0
606,Invoice 210463,0
607,Invoice 36534,0
608,Invoice 144959,0
609,Invoice 118065,0
610,Invoice 254776,0
611,Invoice 50734,0
612,Invoice 113758,0
613,Invoice 26717,1
614,Invoice 274933,0
615,Invoice 261809,0
616,Invoice 189668,0
617,Invoice 202385,0
618,Invoice 322125,0
619,Invoice 172301,0
620,Invoice 261029,0
621,Invoice 274491,0
622,Invoice 169133,0
623,Invoice 164680,0
624,Invoice 324890,0
625,Invoice 68966,1
626,Invoice 129452,1
627,Invoice 102729,1
628,Invoice 177498,0
629,Invoice 305619,0
630,Invoice 286264,0
631,Invoice 283951,0
632,Invoice 315200,0
633,Invoice 263885,0
634,Invoice 245364,0
635,Invoice 200685,0
636,Invoice 320316,0
637,Invoice 190902,0
638,Invoice 298794,0
639,Invoice 166342,0
640,Invoice 274064,0
641,Invoice 321305,0
642,Invoice 96013,1
643,Invoice 226392,0
644,Invoice 320069,0
645,Invoice 184043,0
646,Invoice 12797,0
647,Invoice 203742,0
648,Invoice 211541,0
649,Invoice 205701,0
650,Invoice 231932,0
651,Invoice 283663,0
652,Invoice 215150,0
653,Invoice 276002,0
654,Invoice 22372,0
655,Invoice 279520,0
656,Invoice 140650,1
657,Invoice 42049,1
658,Invoice 300670,0
659,Invoice 96733,0
660,Invoice 233341,0
661,Invoice 230952,0
662,Invoice 1389,0
663,Invoice 271704,0
664,Invoice 165034,0
665,Invoice 201958,0
666,Invoice 253999,0
667,Invoice 176924,0
668,Invoice 204848,0
669,Invoice 303844,0
670,Invoice 257304,0
671,Invoice 181453,0
672,Invoice 206082,0
673,Invoice 299214,0
674,Invoice 216075,0
675,Invoice 271596,0
676,Invoice 85046,0
677,Invoice 60933,1
678,Invoice 163791,0
679,Invoice 252956,0
680,Invoice 279150,0
681,Invoice 183113,0
682,Invoice 298756,0
683,Invoice 76716,0
684,Invoice 284161,0
685,Invoice 104740,0
686,Invoice 261563,0
687,Invoice 279225,0
688,Invoice 228387,0
689,Invoice 237276,0
690,Invoice 252690,0
691,Invoice 121280,0
692,Invoice 241075,0
693,Invoice 44551,0
694,Invoice 58926,1
695,Invoice 254200,0
696,Invoice 308911,0
697,Invoice 303513,0
698,Invoice 314724,0
699,Invoice 304396,0
700,Invoice 60009,0
701,Invoice 307229,0
702,Invoice 214136,0
703,Invoice 296031,0
704,Invoice 253675,0
705,Invoice 264454,0
706,Invoice 271786,0
707,Invoice 183183,0
708,Invoice 288568,0
709,Invoice 97576,0
710,Invoice 170576,0
711,Invoice 190000,0
712,Invoice 180265,0
713,Invoice 640,1
714,Invoice 198085,0
715,Invoice 217281,0
716,Invoice 172766,0
717,Invoice 181243,0
718,Invoice 316953,0
719,Invoice 216510,0
720,Invoice 252614,0
721,Invoice 56306,0
722,Invoice 223041,0
723,Invoice 273769,0
724,Invoice 58128,0
725,Invoice 176159,0
726,Invoice 313925,0
727,Invoice 231149,0
728,Invoice 181544,0
729,Invoice 223069,0
730,Invoice 325915,0
731,Invoice 211022,0
732,Invoice 204109,0
733,Invoice 286715,0
734,Invoice 261274,0
735,Invoice 263606,0
736,Invoice 105621,0
737,Invoice 209277,0
738,Invoice 121894,1
739,Invoice 228899,0
740,Invoice 217197,0
741,Invoice 305234,0
742,Invoice 281421,0
743,Invoice 317451,0
744,Invoice 250760,0
745,Invoice 111745,0
746,Invoice 253145,0
747,Invoice 129451,0
748,Invoice 207886,0
749,Invoice 140672,0
750,Invoice 200339,0
751,Invoice 140052,0
752,Invoice 306747,0
753,Invoice 115770,0
754,Invoice 204443,0
755,Invoice 251304,0
756,Invoice 199017,0
757,Invoice 233082,0
758,Invoice 270733,0
759,Invoice 233643,0
760,Invoice 270074,0
761,Invoice 238178,0
762,Invoice 114651,0
763,Invoice 153545,0
764,Invoice 270361,0
765,Invoice 21922,0
766,Invoice 250399,0
767,Invoice 9788,0
768,Invoice 117586,0
769,Invoice 226589,0
770,Invoice 206239,0
771,Invoice 32515,0
772,Invoice 250168,0
773,Invoice 174279,0
774,Invoice 209478,0
775,Invoice 292018,0
776,Invoice 285231,0
777,Invoice 202316,0
778,Invoice 172697,0
779,Invoice 209776,0
780,Invoice 250650,0
781,Invoice 27465,0
782,Invoice 300121,0
783,Invoice 224256,0
784,Invoice 116133,1
785,Invoice 253325,0
786,Invoice 303505,0
787,Invoice 236579,0
788,Invoice 305750,0
789,Invoice 229475,0
790,Invoice 89008,0
791,Invoice 294994,0
792,Invoice 272553,0
793,Invoice 222424,0
794,Invoice 200807,0
795,Invoice 178961,0
796,Invoice 298316,0
797,Invoice 306370,0
798,Invoice 214589,0
799,Invoice 181973,0
800,Invoice 264292,0
801,Invoice 227028,0
802,Invoice 277065,0
803,Invoice 125586,0
804,Invoice 259060,0
805,Invoice 274447,0
806,Invoice 217915,0
807,Invoice 151135,0
808,Invoice 218887,0
809,Invoice 177089,0
810,Invoice 190521,0
811,Invoice 242442,0
812,Invoice 212599,0
813,Invoice 211052,0
814,Invoice 175333,0
815,Invoice 283905,0
816,Invoice 163964,0
817,Invoice 189981,0
818,Invoice 203524,0
819,Invoice 249035,0
820,Invoice 167457,0
821,Invoice 321535,0
822,Invoice 229780,0
823,Invoice 17813,0
824,Invoice 301460,0
825,Invoice 165061,0
826,Invoice 200601,0
827,Invoice 239180,0
828,Invoice 3750,1
829,Invoice 191930,0
830,Invoice 168404,0
831,Invoice 225382,0
832,Invoice 275012,0
833,Invoice 316571,0
834,Invoice 121425,0
835,Invoice 243203,0
836,Invoice 167676,0
837,Invoice 163957,0
838,Invoice 218769,0
839,Invoice 223467,0
840,Invoice 139598,0
841,Invoice 242368,0
842,Invoice 326217,0
843,Invoice 312343,0
844,Invoice 19663,0
845,Invoice 206546,0
846,Invoice 116823,1
847,Invoice 165112,0
848,Invoice 195411,0
849,Invoice 169203,0
850,Invoice 107693,0
851,Invoice 203916,0
852,Invoice 207416,0
853,Invoice 198546,0
854,Invoice 305496,0
855,Invoice 216687,0
856,Invoice 264279,0
857,Invoice 317364,0
858,Invoice 111598,0
859,Invoice 234307,0
860,Invoice 314273,0
861,Invoice 225732,0
862,Invoice 307225,0
863,Invoice 194624,0
864,Invoice 275004,0
865,Invoice 183814,1
866,Invoice 194919,0
867,Invoice 267120,0
868,Invoice 73668,0
869,Invoice 186153,0
870,Invoice 196805,0
871,Invoice 219074,0
872,Invoice 253840,0
873,Invoice 293884,0
874,Invoice 300937,0
875,Invoice 276380,0
876,Invoice 250619,0
877,Invoice 229693,0
878,Invoice 243976,0
879,Invoice 260023,0
880,Invoice 248246,0
881,Invoice 260693,0
882,Invoice 301043,0
883,Invoice 244742,0
884,Invoice 326380,0
885,Invoice 45333,1
886,Invoice 3192,0
887,Invoice 44414,0
888,Invoice 276723,0
889,Invoice 174256,0
890,Invoice 151909,0
891,Invoice 105773,1
892,Invoice 37104,1
893,Invoice 225650,0
894,Invoice 286766,0
895,Invoice 119559,0
896,Invoice 194781,0
897,Invoice 224752,0
898,Invoice 226844,0
899,Invoice 264077,0
900,Invoice 299597,0
901,Invoice 136639,1
902,Invoice 23836,1
903,Invoice 319526,0
904,Invoice 199962,0
905,Invoice 287792,0
906,Invoice 274977,0
907,Invoice 256514,0
908,Invoice 232773,0
909,Invoice 69168,0
910,Invoice 172518,0
911,Invoice 291176,0
912,Invoice 181077,0
913,Invoice 310016,0
914,Invoice 184751,0
915,Invoice 200757,0
916,Invoice 285519,0
917,Invoice 187170,0
918,Invoice 178008,0
919,Invoice 252484,0
920,Invoice 317108,0
921,Invoice 190693,0
922,Invoice 128905,1
923,Invoice 277016,0
924,Invoice 97311,0
925,Invoice 47375,0
926,Invoice 9729,0
927,Invoice 256284,0
928,Invoice 6264,1
929,Invoice 177949,0
930,Invoice 235620,0
931,Invoice 293804,0
932,Invoice 203832,0
933,Invoice 284023,0
934,Invoice 206983,0
935,Invoice 209249,0
936,Invoice 295800,0
937,Invoice 187727,0
938,Invoice 171357,0
939,Invoice 305712,0
940,Invoice 249590,0
941,Invoice 67540,1
942,Invoice 229716,0
943,Invoice 106015,1
944,Invoice 195586,0
945,Invoice 211542,0
946,Invoice 252340,0
947,Invoice 41989,1
948,Invoice 308964,0
949,Invoice 272840,0
950,Invoice 287170,0
951,Invoice 243722,0
952,Invoice 179696,0
953,Invoice 227379,0
954,Invoice 108205,0
955,Invoice 285723,0
956,Invoice 326555,0
957,Invoice 275741,0
958,Invoice 313460,0
959,Invoice 248988,0
960,Invoice 158954,0
961,Invoice 83648,0
962,Invoice 55665,1
963,Invoice 251130,0
964,Invoice 193955,0
965,Invoice 1071,0
966,Invoice 226289,0
967,Invoice 2303,1
968,Invoice 232940,0
969,Invoice 5796,1
970,Invoice 112412,1
971,Invoice 180040,0
972,Invoice 309759,0
973,Invoice 58966,1
974,Invoice 251887,0
975,Invoice 302489,0
976,Invoice 308593,0
977,Invoice 94613,0
978,Invoice 102996,0
979,Invoice 215517,0
980,Invoice 221913,0
981,Invoice 37652,0
982,Invoice 316252,0
983,Invoice 139935,1
984,Invoice 83592,1
985,Invoice 290600,0
986,Invoice 294985,0
987,Invoice 164861,0
988,Invoice 254902,0
989,Invoice 203142,0
990,Invoice 309665,0
991,Invoice 251965,0
992,Invoice 75930,0
993,Invoice 76883,1
994,Invoice 234045,0
995,Invoice 299487,0
996,Invoice 19275,1
997,Invoice 252549,0
998,Invoice 249951,0
999,Invoice 303263,0
1000,Invoice 304502,0
1001,Invoice 206070,0
1002,Invoice 221854,0
1003,Invoice 325752,0
1004,Invoice 208291,0
1005,Invoice 198492,0
1006,Invoice 94789,1
1007,Invoice 59711,1
1008,Invoice 136553,0
1009,Invoice 122956,1
1010,Invoice 308183,0
1011,Invoice 25595,0
1012,Invoice 188166,0
1013,Invoice 28223,0
1014,Invoice 182286,0
1015,Invoice 63464,1
1016,Invoice 231445,0
1017,Invoice 209593,0
1018,Invoice 266345,0
1019,Invoice 284875,0
1020,Invoice 267547,0
1021,Invoice 249138,0
1022,Invoice 326225,0
1023,Invoice 226018,0
1024,Invoice 32253,0
1025,Invoice 99594,0
1026,Invoice 247707,0
1027,Invoice 69812,0
1028,Invoice 202035,0
1029,Invoice 196072,0
1030,Invoice 304515,0
1031,Invoice 48173,0
1032,Invoice 192139,0
1033,Invoice 285706,0
1034,Invoice 325272,0
1035,Invoice 168901,0
1036,Invoice 132767,0
1037,Invoice 198839,0
1038,Invoice 166392,0
1039,Invoice 150632,0
1040,Invoice 106827,0
1041,Invoice 322347,0
1042,Invoice 31262,0
1043,Invoice 174135,0
1044,Invoice 263031,0
1045,Invoice 237419,0
1046,Invoice 174310,0
1047,Invoice 77119,0
1048,Invoice 247549,0
1049,Invoice 227043,0
1050,Invoice 285677,0
1051,Invoice 188418,0
1052,Invoice 285633,0
1053,Invoice 32681,0
1054,Invoice 116038,0
1055,Invoice 225864,0
1056,Invoice 37366,0
1057,Invoice 195460,0
1058,Invoice 19426,0
1059,Invoice 295988,0
1060,Invoice 19656,0
1061,Invoice 218081,0
1062,Invoice 271748,0
1063,Invoice 126872,0
1064,Invoice 115527,0
1065,Invoice 300551,0
1066,Invoice 16445,0
1067,Invoice 299407,0
1068,Invoice 222736,0
1069,Invoice 59235,0
1070,Invoice 242949,0
1071,Invoice 282810,0
1072,Invoice 19256,0
1073,Invoice 124305,0
1074,Invoice 194669,0
1075,Invoice 303802,0
1076,Invoice 170197,0
1077,Invoice 307981,0
1078,Invoice 191451,0
1079,Invoice 237828,0
1080,Invoice 65803,0
1081,Invoice 298851,0
1082,Invoice 215288,0
1083,Invoice 208510,0
1084,Invoice 19615,0
1085,Invoice 325366,0
1086,Invoice 256046,0
1087,Invoice 245723,0
1088,Invoice 288392,0
1089,Invoice 227159,0
1090,Invoice 188796,0
1091,Invoice 18473,0
1092,Invoice 1796,0
1093,Invoice 260664,0
1094,Invoice 67017,0
1095,Invoice 114889,0
1096,Invoice 303917,0
1097,Invoice 132587,0
1098,Invoice 258534,0
1099,Invoice 246169,0
1100,Invoice 43145,0
1101,Invoice 213126,0
1102,Invoice 88217,0
1103,Invoice 169575,0
1104,Invoice 32796,0
1105,Invoice 307831,0
1106,Invoice 66371,0
1107,Invoice 89189,0
1108,Invoice 252816,0
1109,Invoice 71190,0
1110,Invoice 258608,0
1111,Invoice 270866,0
1112,Invoice 264795,0
1113,Invoice 324505,0
1114,Invoice 218661,0
1115,Invoice 318762,0
1116,Invoice 198302,0
1117,Invoice 99634,0
1118,Invoice 164782,0
1119,Invoice 257231,0
1120,Invoice 149995,0
1121,Invoice 259444,0
1122,Invoice 30119,0
1123,Invoice 12180,0
1124,Invoice 311458,0
1125,Invoice 9170,0
1126,Invoice 250099,0
1127,Invoice 56277,0
1128,Invoice 219624,0
1129,Invoice 41315,0
1130,Invoice 181352,0
1131,Invoice 130618,0
1132,Invoice 172641,0
1133,Invoice 232840,0
1134,Invoice 207597,0
1135,Invoice 47037,0
1136,Invoice 49619,0
1137,Invoice 62971,0
1138,Invoice 16252,0
1139,Invoice 10483,0
1140,Invoice 31828,0
1141,Invoice 3057,0
1142,Invoice 62953,0
1143,Invoice 28486,0
1144,Invoice 65332,0
1145,Invoice 37586,0
1146,Invoice 129493,0
1147,Invoice 5100,0
1148,Invoice 80899,0
1149,Invoice 74633,0
