Queue Name,Queue ID,Content ID,Ad Hoc Task,Log Date,User Name,User ID
AP – AP Exceptions,103,4804,Resubmit,6/29/2022 11:48:41 AM,JOSUE.ZARATE,129
AP – Manual Match,108,4727,Complete,6/29/2022 6:16:26 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,5476,Set in Progress,6/29/2022 7:39:31 PM,YENDRY.ARCE,125
AP – Manual Match,108,4729,Complete,6/29/2022 7:44:07 PM,BARBARA.PAINE,128
AP – Manual Match,108,6030,Complete,6/29/2022 7:45:18 PM,MOISES.ROCHA,126
AP – Manual Match,108,4730,Complete,6/29/2022 8:01:02 PM,BARBARA.PAINE,128
AP – Manual Match,108,4730,Complete,6/29/2022 8:03:49 PM,BARBARA.PAINE,128
AP – Manual Match,108,5686,Complete,6/29/2022 8:13:23 PM,MOISES.ROCHA,126
AP – Manual Match,108,5656,Complete,6/29/2022 8:23:05 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,5568,Resubmit,6/29/2022 8:46:07 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5570,Resubmit,6/29/2022 8:53:04 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5572,Resubmit,6/29/2022 8:55:02 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5600,Resubmit,6/29/2022 9:04:09 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5526,Resubmit,6/29/2022 9:07:46 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,4942,Resubmit,6/29/2022 9:10:10 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,6189,Resubmit,6/30/2022 11:23:30 AM,JOSUE.ZARATE,129
AP – AP Exceptions,103,6189,Resubmit,6/30/2022 11:24:36 AM,JOSUE.ZARATE,129
AP – AP Exceptions,103,6190,Resubmit,6/30/2022 11:31:41 AM,JOSUE.ZARATE,129
AP – AP Exceptions,103,5206,Resubmit,6/30/2022 11:38:12 AM,JOSUE.ZARATE,129
AP – Manual Match,108,4804,Complete,6/30/2022 11:50:51 AM,JOSUE.ZARATE,129
AP – Manual Match,108,5268,Complete,6/30/2022 11:50:56 AM,JOSUE.ZARATE,129
AP – Manual Match,108,5251,Complete,6/30/2022 11:50:59 AM,JOSUE.ZARATE,129
AP – AP Exceptions,103,5602,Resubmit,6/30/2022 12:05:44 PM,BARBARA.PAINE,128
AP – Manual Match,108,6192,Set in Progress,6/30/2022 12:06:03 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,5606,Resubmit,6/30/2022 12:21:40 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5608,Resubmit,6/30/2022 12:37:35 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5574,Resubmit,6/30/2022 12:50:52 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5574,Resubmit,6/30/2022 12:52:21 PM,BARBARA.PAINE,128
AP – Manual Match,108,4942,Complete,6/30/2022 1:39:04 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,4348,Resubmit,6/30/2022 1:47:06 PM,ALBERTO.CASCANTE,112
AP – Manual Match,108,5707,Complete,6/29/2022 7:24:02 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,5107,Resubmit,6/30/2022 1:06:05 PM,BARBARA.PAINE,128
AP – Manual Match,108,5748,Complete,6/30/2022 1:06:06 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,6028,Resubmit,6/30/2022 1:06:21 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,4355,Resubmit,6/30/2022 1:10:11 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,6028,Remove from WF,6/30/2022 1:11:57 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,5205,Resubmit,6/30/2022 1:13:03 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,4821,Resubmit,6/30/2022 1:14:16 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,4827,Resubmit,6/30/2022 1:22:33 PM,JOSUE.ZARATE,129
AP – Manual Match,108,4724,Complete,6/30/2022 1:35:39 PM,JOSUE.ZARATE,129
AP – Manual Match,108,4349,Complete,6/30/2022 1:36:47 PM,JOSUE.ZARATE,129
AP – Manual Match,108,5053,Complete,6/30/2022 1:36:49 PM,YENDRY.ARCE,125
AP – Manual Match,108,5919,Complete,6/30/2022 1:41:19 PM,YENDRY.ARCE,125
AP – Manual Match,108,5221,Complete,6/30/2022 1:43:30 PM,YENDRY.ARCE,125
AP – Manual Match,108,6131,Complete,6/30/2022 1:47:32 PM,MOISES.ROCHA,126
AP – Manual Match,108,5481,Complete,6/30/2022 1:48:33 PM,YENDRY.ARCE,125
AP – Manual Match,108,5483,Complete,6/30/2022 1:50:21 PM,YENDRY.ARCE,125
AP – Manual Match,108,5149,Complete,6/30/2022 1:51:14 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5581,Remove from WF,6/30/2022 1:55:48 PM,BARBARA.PAINE,128
AP – Manual Match,108,5484,Complete,6/30/2022 1:56:47 PM,YENDRY.ARCE,125
AP – Manual Match,108,4401,Complete,6/30/2022 1:59:45 PM,YENDRY.ARCE,125
AP – Manual Match,108,4914,Complete,6/30/2022 2:03:18 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,5107,Resubmit,6/30/2022 2:03:54 PM,BARBARA.PAINE,128
AP – Manual Match,108,4400,Complete,6/30/2022 2:05:26 PM,YENDRY.ARCE,125
AP – Manual Match,108,4916,Complete,6/30/2022 2:07:06 PM,MOISES.ROCHA,126
AP – Manual Match,108,5692,Complete,6/30/2022 2:12:20 PM,YENDRY.ARCE,125
AP – Manual Match,108,4688,Complete,6/30/2022 2:14:04 PM,YENDRY.ARCE,125
AP – Manual Match,108,5867,Complete,6/30/2022 2:14:39 PM,JOSUE.ZARATE,129
AP – Manual Match,108,6277,Complete,6/30/2022 2:15:04 PM,MOISES.ROCHA,126
AP – Manual Match,108,6132,Complete,6/30/2022 2:16:21 PM,JOSUE.ZARATE,129
AP – Manual Match,108,6132,Complete,6/30/2022 2:26:45 PM,JOSUE.ZARATE,129
AP – Manual Match,108,4852,Complete,6/30/2022 2:29:35 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,6191,Resubmit,6/30/2022 2:29:58 PM,YENDRY.ARCE,125
AP – Manual Match,108,5981,Complete,6/30/2022 2:30:18 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,5479,Remove from WF,6/30/2022 2:31:41 PM,YENDRY.ARCE,125
AP – Manual Match,108,6203,Complete,6/30/2022 2:32:10 PM,JOSUE.ZARATE,129
AP – Manual Match,108,6196,Complete,6/30/2022 2:32:39 PM,JOSUE.ZARATE,129
AP – Manual Match,108,4237,Complete,6/30/2022 2:34:45 PM,JOSUE.ZARATE,129
AP – Manual Match,108,4805,Complete,6/30/2022 2:36:24 PM,JOSUE.ZARATE,129
AP – Manual Match,108,6201,Complete,6/30/2022 2:36:52 PM,JOSUE.ZARATE,129
AP – Manual Match,108,5359,Complete,6/30/2022 2:39:13 PM,BARBARA.PAINE,128
AP – Manual Match,108,6198,Complete,6/30/2022 2:39:51 PM,JOSUE.ZARATE,129
AP – Manual Match,108,5359,Complete,6/30/2022 2:40:07 PM,BARBARA.PAINE,128
AP – Manual Match,108,5098,Complete,6/30/2022 2:40:32 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,4697,Resubmit,6/28/2022 12:19:22 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,6204,Resubmit,6/30/2022 11:33:46 AM,JOSUE.ZARATE,129
AP – AP Exceptions,103,6204,Resubmit,6/30/2022 11:34:26 AM,JOSUE.ZARATE,129
AP – Manual Match,108,4732,Complete,6/30/2022 11:47:59 AM,JOSUE.ZARATE,129
AP – Manual Match,108,4791,Complete,6/30/2022 11:48:43 AM,JOSUE.ZARATE,129
AP – Manual Match,108,4733,Complete,6/30/2022 11:49:06 AM,JOSUE.ZARATE,129
AP – Manual Match,108,5474,Complete,6/30/2022 12:03:44 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,5603,Resubmit,6/30/2022 12:07:55 PM,BARBARA.PAINE,128
AP – Manual Match,108,5055,Complete,6/30/2022 12:10:00 PM,YENDRY.ARCE,125
AP – Manual Match,108,5252,Complete,6/30/2022 12:10:26 PM,JOSUE.ZARATE,129
AP – Manual Match,108,6189,Complete,6/30/2022 12:10:41 PM,JOSUE.ZARATE,129
AP – Manual Match,108,6190,Complete,6/30/2022 12:10:46 PM,JOSUE.ZARATE,129
AP – Manual Match,108,6204,Complete,6/30/2022 12:10:54 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,5607,Resubmit,6/30/2022 12:24:30 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,4711,Resubmit,6/30/2022 12:25:17 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,4709,Resubmit,6/30/2022 12:25:55 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,5609,Resubmit,6/30/2022 12:39:54 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5568,Resubmit,6/30/2022 12:41:48 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5602,Resubmit,6/30/2022 12:46:09 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5574,Resubmit,6/30/2022 12:48:13 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5359,Resubmit,6/30/2022 1:00:42 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5603,Resubmit,6/30/2022 1:01:33 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,4140,Remove from WF,6/30/2022 1:02:10 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,4711,Remove from WF,6/30/2022 1:02:47 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,4709,Remove from WF,6/30/2022 1:03:04 PM,JOSUE.ZARATE,129
AP – Manual Match,108,4355,Complete,6/30/2022 2:40:52 PM,JOSUE.ZARATE,129
AP – Manual Match,108,5098,Complete,6/30/2022 2:41:06 PM,MOISES.ROCHA,126
AP – Manual Match,108,5227,Complete,6/30/2022 2:41:55 PM,JOSUE.ZARATE,129
AP – Manual Match,108,5527,Complete,6/30/2022 2:43:20 PM,JOSUE.ZARATE,129
AP – Manual Match,108,5485,Complete,6/30/2022 2:44:54 PM,BARBARA.PAINE,128
AP – Manual Match,108,4998,Complete,6/30/2022 2:45:30 PM,MOISES.ROCHA,126
AP – Manual Match,108,6202,Complete,6/30/2022 2:46:50 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,5107,Resubmit,6/30/2022 2:47:22 PM,BARBARA.PAINE,128
AP – Manual Match,108,5076,Complete,6/30/2022 2:47:53 PM,JOSUE.ZARATE,129
AP – Manual Match,108,5980,Complete,6/30/2022 2:48:52 PM,JOSUE.ZARATE,129
AP – Manual Match,108,5077,Complete,6/30/2022 2:49:45 PM,JOSUE.ZARATE,129
AP – Manual Match,108,6197,Complete,6/30/2022 2:50:19 PM,JOSUE.ZARATE,129
AP – Manual Match,108,4125,Complete,6/30/2022 2:51:06 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,4805,Resubmit,6/30/2022 2:52:26 PM,JOSUE.ZARATE,129
AP – Manual Match,108,6200,Complete,6/30/2022 2:53:14 PM,JOSUE.ZARATE,129
AP – Manual Match,108,4979,Complete,6/30/2022 2:53:37 PM,MOISES.ROCHA,126
AP – Manual Match,108,4726,Complete,6/30/2022 2:56:15 PM,MOISES.ROCHA,126
AP – Manual Match,108,5485,Complete,6/30/2022 2:58:53 PM,BARBARA.PAINE,128
AP – Manual Match,108,5485,Complete,6/30/2022 2:59:49 PM,BARBARA.PAINE,128
AP – Manual Match,108,4961,Complete,6/30/2022 3:02:53 PM,MOISES.ROCHA,126
AP – Manual Match,108,4961,Complete,6/30/2022 3:03:45 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,5107,Resubmit,6/30/2022 3:08:33 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,4790,Resubmit,6/29/2022 11:34:01 AM,JOSUE.ZARATE,129
AP – AP Exceptions,103,5251,Resubmit,6/29/2022 12:14:27 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,5603,Resubmit,6/30/2022 12:55:03 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,6277,Resubmit,6/30/2022 5:24:20 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,4892,Remove from WF,6/30/2022 6:23:12 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,4942,Resubmit,6/30/2022 6:24:46 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5024,Resubmit,6/30/2022 6:26:26 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5160,Resubmit,6/30/2022 6:30:42 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5160,Resubmit,6/30/2022 6:31:04 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5747,Resubmit,6/30/2022 6:37:57 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,6392,Resubmit,6/30/2022 6:47:55 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5269,Resubmit,6/30/2022 7:01:04 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,4851,Resubmit,6/30/2022 7:11:55 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,4761,Resubmit,6/30/2022 7:20:09 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,5876,Resubmit,6/30/2022 7:28:00 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,5839,Resubmit,6/30/2022 7:41:43 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,5964,Remove from WF,6/30/2022 7:41:59 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,5837,Resubmit,6/30/2022 7:50:29 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,5777,Resubmit,6/30/2022 7:55:17 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,5963,Resubmit,6/30/2022 8:07:00 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,5793,Resubmit,6/30/2022 8:08:24 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,5838,Resubmit,6/30/2022 8:10:01 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,6385,Remove from WF,6/30/2022 8:10:05 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,6392,Resubmit,6/30/2022 8:11:08 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5747,Resubmit,6/30/2022 8:12:32 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,4693,Resubmit,6/30/2022 8:13:49 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,5404,Remove from WF,6/30/2022 8:18:34 PM,BARBARA.PAINE,128
AP – Manual Match,108,6378,Resubmit,6/30/2022 8:24:38 PM,JASMINE.QUAN,113
AP – Manual Match,108,4361,Resubmit,6/30/2022 8:28:24 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,5408,Set in Progress,6/30/2022 8:28:51 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,6789,Remove from WF,7/1/2022 10:54:08 AM,JASMINE.QUAN,113
AP – Manual Match,108,5793,Complete,7/1/2022 11:20:13 AM,MOISES.ROCHA,126
AP – Manual Match,108,5839,Complete,7/1/2022 11:24:18 AM,MOISES.ROCHA,126
AP – Manual Match,108,5835,Complete,7/1/2022 11:25:36 AM,MOISES.ROCHA,126
AP – AP Exceptions,103,4731,Resubmit,7/1/2022 12:10:11 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,5791,Resubmit,7/1/2022 12:14:52 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,6803,Resubmit,7/1/2022 12:46:24 PM,ANN.VU,127
AP – AP Exceptions,103,5963,Resubmit,7/1/2022 12:52:42 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,5837,Resubmit,7/1/2022 12:53:15 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,5777,Resubmit,7/1/2022 12:55:36 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,5965,Remove from WF,7/1/2022 12:58:40 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,5474,Resubmit,7/1/2022 12:58:48 PM,ANN.VU,127
AP – AP Exceptions,103,5838,Remove from WF,7/1/2022 12:59:02 PM,MOISES.ROCHA,126
AP – AP Exceptions,103,5829,Resubmit,7/1/2022 12:59:19 PM,MOISES.ROCHA,126
AP – Manual Match,108,6031,Complete,6/29/2022 6:54:13 PM,MOISES.ROCHA,126
