Final Approved Date,Final Company,Final Processing Time,Target
2021-02-28,Company 2,7.7534246575342465,7
2021-02-28,Company 3,0.0,7
2021-02-28,Company 4,6.064587973273942,7
2021-02-28,Company 5,4.024390243902439,7
2021-02-28,Company 6,5.535348084187803,7
2021-03-31,Company 1,5.118577075098814,7
2021-03-31,Company 10,7.931034482758621,7
2021-03-31,Company 12,5.820608317815021,7
2021-03-31,Company 13,3.406779661016949,7
2021-03-31,Company 14,2.4246575342465753,7
2021-03-31,Company 2,7.619047619047619,7
2021-03-31,Company 3,6.0,7
2021-03-31,Company 4,5.768098881695114,7
2021-03-31,Company 5,5.440251572327044,7
2021-03-31,Company 6,4.533834586466165,7
2021-04-30,Company 1,4.539007092198582,7
2021-04-30,Company 10,8.770287141073657,7
2021-04-30,Company 12,5.718078381795196,7
2021-04-30,Company 13,2.6982758620689653,7
2021-04-30,Company 14,1.6938775510204083,7
2021-04-30,Company 2,1.6885245901639345,7
2021-04-30,Company 4,4.531132783195799,7
2021-04-30,Company 5,2.5723684210526314,7
2021-04-30,Company 6,6.478615071283095,7
2021-05-31,Company 1,4.801556420233463,7
2021-05-31,Company 10,7.184170471841704,7
2021-05-31,Company 12,5.697037037037037,7
2021-05-31,Company 13,2.739130434782609,7
2021-05-31,Company 14,1.1666666666666667,7
2021-05-31,Company 2,7.7272727272727275,7
2021-05-31,Company 3,0.0,7
2021-05-31,Company 4,5.910102739726027,7
2021-05-31,Company 5,4.303030303030303,7
2021-05-31,Company 6,6.051555968416164,7
2021-06-30,Company 1,4.0199203187251,7
2021-06-30,Company 10,9.51923076923077,7
2021-06-30,Company 12,7.822033898305085,7
2021-06-30,Company 13,0.7473684210526316,7
2021-06-30,Company 14,1.4153846153846155,7
2021-06-30,Company 2,2.5142857142857142,7
2021-06-30,Company 4,5.3479674796747965,7
2021-06-30,Company 5,2.5196850393700787,7
2021-06-30,Company 6,6.559105431309904,7
2021-07-31,Company 1,4.8111587982832615,7
2021-07-31,Company 10,8.937332139659803,7
2021-07-31,Company 12,6.7860082304526745,7
2021-07-31,Company 13,3.7916666666666665,7
2021-07-31,Company 14,3.0,7
2021-07-31,Company 2,4.574074074074074,7
2021-07-31,Company 3,0.0,7
2021-07-31,Company 4,4.751661129568106,7
2021-07-31,Company 5,2.298507462686567,7
2021-07-31,Company 6,4.844251336898396,7
2021-08-31,Company 1,6.082677165354331,7
2021-08-31,Company 10,7.584859584859585,7
2021-08-31,Company 12,7.394013439218082,7
2021-08-31,Company 13,5.27,7
2021-08-31,Company 14,4.811111111111111,7
2021-08-31,Company 2,6.453333333333333,7
2021-08-31,Company 3,0.0,7
2021-08-31,Company 4,7.4124700239808154,7
2021-08-31,Company 5,1.990566037735849,7
2021-08-31,Company 6,3.933766233766234,7
2021-09-30,Company 1,3.21,7
2021-09-30,Company 10,7.4943074003795065,7
2021-09-30,Company 12,8.042811501597445,7
2021-09-30,Company 13,3.635135135135135,7
2021-09-30,Company 14,2.913793103448276,7
2021-09-30,Company 2,2.761904761904762,7
2021-09-30,Company 3,0.0,7
2021-09-30,Company 4,5.559523809523809,7
2021-09-30,Company 5,3.264516129032258,7
2021-09-30,Company 6,6.328224101479916,7
2021-10-31,Company 1,6.8626609442060085,7
2021-10-31,Company 10,5.899383983572895,7
2021-10-31,Company 12,6.818649517684888,7
2021-10-31,Company 13,4.133858267716535,7
2021-10-31,Company 14,1.7638888888888888,7
2021-10-31,Company 2,1.5961538461538463,7
2021-10-31,Company 3,0.0,7
2021-10-31,Company 4,5.7174556213017755,7
2021-10-31,Company 5,4.226950354609929,7
2021-10-31,Company 6,7.954968184043074,7
2021-11-30,Company 1,4.20627802690583,7
2021-11-30,Company 10,9.264978902953587,7
2021-11-30,Company 12,7.372036474164133,7
2021-11-30,Company 13,4.049079754601227,7
2021-11-30,Company 14,1.435897435897436,7
2021-11-30,Company 2,2.5789473684210527,7
2021-11-30,Company 3,0.0,7
2021-11-30,Company 4,7.232658959537572,7
2021-11-30,Company 5,3.6597222222222223,7
2021-11-30,Company 6,6.384272169548243,7
2021-12-31,Company 1,4.795833333333333,7
2021-12-31,Company 10,10.631531531531532,7
2021-12-31,Company 12,8.07044299201162,7
2021-12-31,Company 13,2.9873417721518987,7
2021-12-31,Company 14,0.5,7
2021-12-31,Company 2,3.3333333333333335,7
2021-12-31,Company 3,14.0,7
2021-12-31,Company 4,6.618210862619808,7
2021-12-31,Company 5,3.054054054054054,7
2021-12-31,Company 6,7.641546526867628,7
2022-01-31,Company 1,3.401673640167364,7
2022-01-31,Company 10,9.67926267281106,7
2022-01-31,Company 12,8.253411306042885,7
2022-01-31,Company 13,2.7222222222222223,7
2022-01-31,Company 14,3.3,7
2022-01-31,Company 2,4.890909090909091,7
2022-01-31,Company 3,4.5,7
2022-01-31,Company 4,5.252804786836201,7
2022-01-31,Company 5,2.2837837837837838,7
2022-01-31,Company 6,8.453280318091451,7
2022-02-28,Company 1,9.95609756097561,7
2022-02-28,Company 10,8.118758434547908,7
2022-02-28,Company 12,7.5954738330975955,7
2022-02-28,Company 13,8.135135135135135,7
2022-02-28,Company 14,0.4074074074074074,7
2022-02-28,Company 2,2.823529411764706,7
2022-02-28,Company 4,7.917322834645669,7
2022-02-28,Company 5,4.985074626865671,7
2022-02-28,Company 6,6.726473629782833,7
2022-03-31,Company 1,4.129518072289157,7
2022-03-31,Company 10,6.7116981132075475,7
2022-03-31,Company 12,10.091888825865002,7
2022-03-31,Company 13,7.396648044692737,7
2022-03-31,Company 14,3.869565217391304,7
2022-03-31,Company 2,2.7586206896551726,7
2022-03-31,Company 3,2.888888888888889,7
2022-03-31,Company 4,5.218335983041865,7
2022-03-31,Company 5,5.75,7
2022-03-31,Company 6,5.596255596255596,7
2022-04-30,Company 1,2.68135593220339,7
2022-04-30,Company 10,8.952975047984644,7
2022-04-30,Company 12,6.439801699716714,7
2022-04-30,Company 13,6.064516129032258,7
2022-04-30,Company 14,6.365079365079365,7
2022-04-30,Company 2,2.5,7
2022-04-30,Company 3,1.25,7
2022-04-30,Company 4,5.591994382022472,7
2022-04-30,Company 5,1.310077519379845,7
2022-04-30,Company 6,6.020373514431239,7
2022-05-31,Company 1,3.751381215469613,7
2022-05-31,Company 10,9.952146375791695,7
2022-05-31,Company 12,8.376344086021506,7
2022-05-31,Company 13,18.326923076923077,7
2022-05-31,Company 14,4.0,7
2022-05-31,Company 2,2.0338983050847457,7
2022-05-31,Company 3,5.0,7
2022-05-31,Company 4,4.871099050203528,7
2022-05-31,Company 5,2.8521739130434782,7
2022-05-31,Company 6,5.48451928299837,7
2022-06-30,Company 1,6.053658536585366,7
2022-06-30,Company 10,8.873040752351097,7
2022-06-30,Company 12,8.772988505747126,7
2022-06-30,Company 13,11.031578947368422,7
2022-06-30,Company 14,2.7714285714285714,7
2022-06-30,Company 2,6.446808510638298,7
2022-06-30,Company 3,0.0,7
2022-06-30,Company 4,5.071428571428571,7
2022-06-30,Company 5,1.6388888888888888,7
2022-06-30,Company 6,5.405299313052012,7
2022-07-31,Company 1,4.195744680851064,7
2022-07-31,Company 10,8.240331491712707,7
2022-07-31,Company 12,6.813343328335832,7
2022-07-31,Company 13,10.277777777777779,7
2022-07-31,Company 14,3.875,7
2022-07-31,Company 2,4.825,7
2022-07-31,Company 3,1.3333333333333333,7
2022-07-31,Company 4,7.311327310632383,7
2022-07-31,Company 5,5.126865671641791,7
2022-07-31,Company 6,5.833817547937246,7
2022-08-31,Company 1,5.875912408759124,7
2022-08-31,Company 10,7.681853281853281,7
2022-08-31,Company 12,6.560714285714286,7
2022-08-31,Company 13,7.91764705882353,7
2022-08-31,Company 14,6.135922330097087,7
2022-08-31,Company 2,1.8,7
2022-08-31,Company 3,1.6666666666666667,7
2022-08-31,Company 4,6.195307108350587,7
2022-08-31,Company 5,4.532846715328467,7
2022-08-31,Company 6,8.404186046511628,7
2022-09-30,Company 1,5.625766871165644,7
2022-09-30,Company 10,6.245379222434671,7
2022-09-30,Company 12,8.667792032410533,7
2022-09-30,Company 13,9.8,7
2022-09-30,Company 14,4.318840579710145,7
2022-09-30,Company 2,5.1,7
2022-09-30,Company 3,2.5,7
2022-09-30,Company 4,5.678811659192825,7
2022-09-30,Company 5,10.442953020134228,7
2022-09-30,Company 6,6.6525079078174425,7
2022-10-31,Company 1,7.243243243243243,7
2022-10-31,Company 10,7.108641975308642,7
2022-10-31,Company 12,6.965909090909091,7
2022-10-31,Company 13,8.406896551724138,7
2022-10-31,Company 14,5.408602150537634,7
2022-10-31,Company 2,3.081081081081081,7
2022-10-31,Company 3,6.142857142857143,7
2022-10-31,Company 4,6.538548114800225,7
2022-10-31,Company 5,5.734104046242774,7
2022-10-31,Company 6,5.538832351365827,7
2022-11-30,Company 1,3.416267942583732,7
2022-11-30,Company 10,6.7203972498090145,7
2022-11-30,Company 12,6.722033898305085,7
2022-11-30,Company 13,5.743119266055046,7
2022-11-30,Company 14,5.214285714285714,7
2022-11-30,Company 2,8.146341463414634,7
2022-11-30,Company 3,6.625,7
2022-11-30,Company 4,6.2643034825870645,7
2022-11-30,Company 5,2.3402061855670104,7
2022-11-30,Company 6,7.103170608958228,7
2022-12-31,Company 1,3.7644444444444445,7
2022-12-31,Company 10,7.070859167404783,7
2022-12-31,Company 12,6.880172413793104,7
2022-12-31,Company 13,9.208333333333334,7
2022-12-31,Company 14,5.7560975609756095,7
2022-12-31,Company 2,2.6666666666666665,7
2022-12-31,Company 3,1.4285714285714286,7
2022-12-31,Company 4,6.763819095477387,7
2022-12-31,Company 5,6.054054054054054,7
2022-12-31,Company 6,7.1519154557463676,7
2023-01-31,Company 1,5.350746268656716,7
2023-01-31,Company 10,7.21056338028169,7
2023-01-31,Company 12,7.3748148148148145,7
2023-01-31,Company 13,4.982352941176471,7
2023-01-31,Company 14,6.362745098039215,7
2023-01-31,Company 2,0.32432432432432434,7
2023-01-31,Company 3,10.0,7
2023-01-31,Company 4,5.798757763975155,7
2023-01-31,Company 5,8.766129032258064,7
2023-01-31,Company 6,9.121495327102803,7
2023-02-28,Company 1,3.100502512562814,7
2023-02-28,Company 10,6.7984496124031,7
2023-02-28,Company 12,6.599526066350711,7
2023-02-28,Company 13,3.0128205128205128,7
2023-02-28,Company 14,7.176470588235294,7
2023-02-28,Company 2,1.4285714285714286,7
2023-02-28,Company 3,7.666666666666667,7
2023-02-28,Company 4,6.505611340815121,7
2023-02-28,Company 5,3.361111111111111,7
2023-02-28,Company 6,7.437222222222222,7
2023-03-31,Company 1,4.196319018404908,7
2023-03-31,Company 10,7.186018957345971,7
2023-03-31,Company 12,8.114457831325302,7
2023-03-31,Company 13,6.587301587301587,7
2023-03-31,Company 14,7.473684210526316,7
2023-03-31,Company 2,1.9545454545454546,7
2023-03-31,Company 3,0.5,7
2023-03-31,Company 4,7.341924398625429,7
2023-03-31,Company 5,2.9058823529411764,7
2023-03-31,Company 6,7.9737072743207715,7
2020-01-31,All,2.185840707964602,7
2020-02-29,All,2.9884615384615385,7
2020-03-31,All,5.859813084112149,7
2020-04-30,All,25.034749034749034,7
2020-05-31,All,7.916201117318436,7
2020-06-30,All,9.165808444902163,7
2020-07-31,All,4.592772488828444,7
2020-08-31,All,6.866386188887277,7
2020-09-30,All,10.1773105464358,7
2020-10-31,All,5.708248403315668,7
2020-11-30,All,6.330485547486829,7
2020-12-31,All,6.75,7
2021-01-31,All,6.330220713073005,7
2021-02-28,All,6.545018878884694,7
2021-03-31,All,5.857571964956195,7
2021-04-30,All,6.16580310880829,7
2021-05-31,All,6.030293757649939,7
2021-06-30,All,6.942586564072211,7
2021-07-31,All,6.008972267536705,7
2021-08-31,All,6.273965605312447,7
2021-09-30,All,6.448803088803089,7
2021-10-31,All,6.6037246221950845,7
2021-11-30,All,7.055463700586202,7
2021-12-31,All,7.668825634907107,7
2022-01-31,All,7.4842345773038845,7
2022-02-28,All,7.4607276927519495,7
2022-03-31,All,6.585845189293465,7
2022-04-30,All,6.222793763060602,7
2022-05-31,All,7.236864896073903,7
2022-06-30,All,6.80212861639934,7
2022-07-31,All,6.859064506267196,7
2022-08-31,All,7.209007948189579,7
2022-09-30,All,6.797070063694267,7
2022-10-31,All,6.504773430146565,7
2022-11-30,All,6.480353075170843,7
2022-12-31,All,6.832862689728203,7
2023-01-31,All,7.299016112933124,7
2023-02-28,All,6.548731642189586,7
2023-03-31,All,7.375028325402221,7
2020-01-31,Holding Org 1,2.122448979591837,7
2020-02-29,Holding Org 1,1.7586206896551724,7
2020-03-31,Holding Org 1,5.314814814814815,7
2020-04-30,Holding Org 1,15.596153846153847,7
2020-05-31,Holding Org 1,4.0476190476190474,7
2020-06-30,Holding Org 1,53.42528735632184,7
2020-07-31,Holding Org 1,3.787994891443167,7
2020-08-31,Holding Org 1,5.7749796913078795,7
2020-09-30,Holding Org 1,12.072032014228546,7
2020-10-31,Holding Org 1,5.595051297525648,7
2020-11-30,Holding Org 1,6.5568581477139505,7
2020-12-31,Holding Org 1,6.640345465761875,7
2021-01-31,Holding Org 1,6.068287635799276,7
2021-02-28,Holding Org 1,5.557711950970378,7
2021-03-31,Holding Org 1,5.651965065502184,7
2021-04-30,Holding Org 1,4.207245604688333,7
2021-05-31,Holding Org 1,5.532882606023356,7
2021-06-30,Holding Org 1,4.690189328743545,7
2021-07-31,Holding Org 1,4.4852594339622645,7
2021-08-31,Holding Org 1,6.722566122678672,7
2021-09-30,Holding Org 1,4.8232378854625555,7
2021-10-31,Holding Org 1,5.472462203023758,7
2021-11-30,Holding Org 1,6.281199785752544,7
2021-12-31,Holding Org 1,5.736338028169014,7
2022-01-31,Holding Org 1,4.799660441426146,7
2022-02-28,Holding Org 1,7.551133501259446,7
2022-03-31,Holding Org 1,5.005447470817121,7
2022-04-30,Holding Org 1,4.806500761808024,7
2022-05-31,Holding Org 1,4.519812304483837,7
2022-06-30,Holding Org 1,4.9188732394366195,7
2022-07-31,Holding Org 1,6.577421025375453,7
2022-08-31,Holding Org 1,5.956545064377682,7
2022-09-30,Holding Org 1,5.905911740216486,7
2022-10-31,Holding Org 1,6.443915114768298,7
2022-11-30,Holding Org 1,5.627798507462686,7
2022-12-31,Holding Org 1,6.164630599185573,7
2023-01-31,Holding Org 1,5.8584070796460175,7
2023-02-28,Holding Org 1,5.905338716913414,7
2023-03-31,Holding Org 1,6.666449511400652,7
2020-01-31,Holding Org 2,1.2083333333333333,7
2020-02-29,Holding Org 2,2.493333333333333,7
2020-03-31,Holding Org 2,3.6551724137931036,7
2020-04-30,Holding Org 2,35.31730769230769,7
2020-05-31,Holding Org 2,13.227272727272727,7
2020-06-30,Holding Org 2,16.317073170731707,7
2020-07-31,Holding Org 2,2.68997668997669,7
2020-08-31,Holding Org 2,3.699746835443038,7
2020-09-30,Holding Org 2,6.36870026525199,7
2020-10-31,Holding Org 2,5.776476849387972,7
2020-11-30,Holding Org 2,5.154292343387471,7
2020-12-31,Holding Org 2,6.3426900584795325,7
2021-01-31,Holding Org 2,5.811564274651523,7
2021-02-28,Holding Org 2,7.511792452830188,7
2021-03-31,Holding Org 2,5.735329341317366,7
2021-04-30,Holding Org 2,5.511778563015312,7
2021-05-31,Holding Org 2,5.508321775312067,7
2021-06-30,Holding Org 2,7.409453652547575,7
2021-07-31,Holding Org 2,6.588687534321801,7
2021-08-31,Holding Org 2,7.271732872769142,7
2021-09-30,Holding Org 2,7.66199649737303,7
2021-10-31,Holding Org 2,6.6159334126040426,7
2021-11-30,Holding Org 2,7.072455752212389,7
2021-12-31,Holding Org 2,7.794642857142857,7
2022-01-31,Holding Org 2,7.72663139329806,7
2022-02-28,Holding Org 2,7.634754098360656,7
2022-03-31,Holding Org 2,9.84346035015448,7
2022-04-30,Holding Org 2,6.431739431739432,7
2022-05-31,Holding Org 2,9.856407322654462,7
2022-06-30,Holding Org 2,9.044247787610619,7
2022-07-31,Holding Org 2,7.072815533980583,7
2022-08-31,Holding Org 2,6.638383838383838,7
2022-09-30,Holding Org 2,8.793517406962785,7
2022-10-31,Holding Org 2,7.093235831809872,7
2022-11-30,Holding Org 2,6.654671717171717,7
2022-12-31,Holding Org 2,7.137269938650307,7
2023-01-31,Holding Org 2,7.107236842105263,7
2023-02-28,Holding Org 2,6.206047819971871,7
2023-03-31,Holding Org 2,8.006718924972004,7
2020-01-31,Holding Org 3,2.5736434108527133,7
2020-02-29,Holding Org 3,3.84251968503937,7
2020-03-31,Holding Org 3,8.89041095890411,7
2020-04-30,Holding Org 3,19.41747572815534,7
2020-05-31,Holding Org 3,7.150537634408602,7
2020-06-30,Holding Org 3,3.6334164588528677,7
2020-07-31,Holding Org 3,5.2381631488876215,7
2020-08-31,Holding Org 3,8.927040954705722,7
2020-09-30,Holding Org 3,10.790336134453781,7
2020-10-31,Holding Org 3,5.723777138373006,7
2020-11-30,Holding Org 3,6.787364319510159,7
2020-12-31,Holding Org 3,7.089251067132325,7
2021-01-31,Holding Org 3,6.8026891807379615,7
2021-02-28,Holding Org 3,6.635829207920792,7
2021-03-31,Holding Org 3,6.025062034739454,7
2021-04-30,Holding Org 3,7.508132361189007,7
2021-05-31,Holding Org 3,6.480819152004615,7
2021-06-30,Holding Org 3,7.877436503248671,7
2021-07-31,Holding Org 3,6.593953310371221,7
2021-08-31,Holding Org 3,5.20135650699449,7
2021-09-30,Holding Org 3,6.745417515274949,7
2021-10-31,Holding Org 3,7.291349022207491,7
2021-11-30,Holding Org 3,7.530557421087979,7
2021-12-31,Holding Org 3,8.90060698027314,7
2022-01-31,Holding Org 3,8.882789796577333,7
2022-02-28,Holding Org 3,7.330503512880562,7
2022-03-31,Holding Org 3,5.987043892120571,7
2022-04-30,Holding Org 3,7.108223567105732,7
2022-05-31,Holding Org 3,7.43071735131821,7
2022-06-30,Holding Org 3,6.740494870247435,7
2022-07-31,Holding Org 3,6.933417481855475,7
2022-08-31,Holding Org 3,8.132656023222061,7
2022-09-30,Holding Org 3,6.483606557377049,7
2022-10-31,Holding Org 3,6.26813880126183,7
2022-11-30,Holding Org 3,6.951152912621359,7
2022-12-31,Holding Org 3,7.1172909572455545,7
2023-01-31,Holding Org 3,8.310520023909145,7
2023-02-28,Holding Org 3,7.170550161812297,7
2023-03-31,Holding Org 3,7.6387909319899245,7
