,0
349,8000035254
350,8000023203
351,8000023204
352,8000023205
353,8000023207
354,8000035255
355,8000023209
356,8000023211
357,8000023212
358,8000035256
359,8000023213
360,8000023215
361,8000035257
362,8000023219
363,8000023220
364,8000023221
365,8000023222
366,8000035258
367,8000023224
368,8000023225
369,8000023226
370,8000035259
371,8000023228
372,8000023231
373,8000035260
374,8000023233
375,8000023234
376,8000023235
377,8000023237
378,8000035261
379,8000023238
380,8000023239
381,8000035262
382,8000035263
383,8000023253
384,8000035264
385,8000032365
386,8000023256
387,8000023257
388,8000035266
389,8000023268
390,8000035267
391,8000023272
392,8000035268
393,8000035269
394,8000023279
395,8000023280
396,8000023281
397,8000035270
398,8000023285
399,8000023286
400,8000035271
401,8000023293
402,8000035272
403,8000023296
404,8000023297
405,8000035273
406,8000023299
407,8000023300
408,8000035274
409,8000023304
410,8000035275
411,8000023310
412,8000023312
413,8000023313
414,8000035276
415,8000023314
416,8000032574
417,8000023316
418,8000035277
419,8000023319
420,8000023320
421,8000023321
422,8000023322
423,8000023323
424,8000035278
425,8000023324
426,8000023326
427,8000023327
428,8000035279
429,8000023330
430,8000023331
431,8000035280
432,8000023334
433,8000023335
434,8000023336
435,8000023337
436,8000035281
437,8000023338
438,8000023339
439,8000023340
440,8000035282
441,8000035283
442,8000035285
443,8000023361
444,8000035286
445,8000023364
446,8000023365
447,8000023366
448,8000023367
449,8000035287
450,8000023369
451,8000023370
452,8000023371
453,8000035289
454,8000023379
455,8000032366
456,8000035290
457,8000023383
458,8000023386
459,8000023387
460,8000035291
461,8000023388
462,8000023389
463,8000023390
464,8000023391
465,8000035292
466,8000035293
467,8000023402
468,8000035294
469,8000023403
470,8000023408
471,8000023412
472,8000023413
473,8000035296
474,8000023414
475,8000023415
476,8000023416
477,8000023417
478,8000035297
479,8000023419
480,8000023420
481,8000023421
482,8000023422
483,8000035298
484,8000023425
485,8000023426
486,8000023430
487,8000035300
488,8000023435
489,8000023436
490,8000023437
491,8000035301
492,8000032575
493,8000035302
494,8000023445
495,8000023448
496,8000035303
497,8000023450
498,8000035304
499,8000023455
500,8000023457
501,8000035305
502,8000023459
503,8000023460
504,8000023461
505,8000023462
506,8000035306
507,8000023466
508,8000035308
509,8000023476
510,8000023477
511,8000035309
512,8000023481
513,8000035310
514,8000023486
515,8000023487
516,8000035311
517,8000023488
518,8000023489
519,8000023490
520,8000035312
521,8000035313
522,8000023502
523,8000035314
524,8000032367
525,8000023507
526,8000035315
527,8000023510
528,8000023512
529,8000035316
530,8000023513
531,8000023514
532,8000023515
533,8000023516
534,8000023517
535,8000035317
536,8000023519
537,8000023520
538,8000035318
539,8000023525
540,8000023526
541,8000035319
542,8000023531
543,8000035320
544,8000023533
545,8000023534
546,4900000013
547,4900000027
548,8000023539
549,4900000034
550,4900000041
551,8000035322
552,4900000050
553,4900000058
554,4900000059
555,4900000063
556,4900000064
557,8000023546
558,8000035323
559,4900000076
560,4900000077
561,8000023548
562,8000023549
563,8000023550
564,8000023551
565,8000023552
566,8000035324
567,4900000102
568,4900000106
569,4900000108
570,4900000112
571,4900000115
572,4900000116
573,4900000117
574,4900000118
575,4900000119
576,4900000120
577,8000023556
578,8000035325
579,4900000125
580,4900000127
581,8000023558
582,4900000129
583,4900000136
584,4900000137
585,4900000138
586,8000023561
587,8000023562
588,4900000149
589,8000035326
590,4900000152
591,8000023563
592,8000023564
593,4900000158
594,8000023566
595,4900000170
596,8000023567
597,8000035327
598,4900000180
599,4900000183
600,4900000186
601,4900000189
602,8000035328
603,4900000215
604,4900000220
605,4900000228
606,4900000229
607,8000035329
608,4900000231
609,4900000234
610,8000023581
611,4900000247
612,4900000248
613,4900000254
614,8000035330
615,4900000259
616,4900000260
617,8000023585
618,8000023587
619,4900000277
620,4900000278
621,4900000279
622,8000023588
623,8000032576
624,8000023589
625,8000023590
626,4900000304
627,8000035332
628,4900000308
629,8000023594
630,4900000310
631,4900000317
632,8000023596
633,4900000322
634,8000023597
635,4900000324
636,8000035333
637,4900000330
638,8000023600
639,4900000342
640,4900000343
641,4900000344
642,4900000345
643,4900000346
644,4900000347
645,8000023602
646,8000023603
647,8000035334
648,8000023604
649,8000023605
650,4900000364
651,4900000371
652,4900000373
653,8000023607
654,4900000376
655,4900000377
656,4900000378
657,4900000379
658,4900000380
659,8000023608
660,4900000382
661,4900000383
662,4900000384
663,8000023609
664,8000035335
665,4900000390
666,4900000391
667,4900000392
668,4900000393
669,4900000394
670,4900000396
671,8000023612
672,4900000399
673,4900000400
674,4900000401
675,4900000402
676,8000035336
677,4900000407
678,4900000408
679,4900000411
680,4900000413
681,4900000418
682,4900000419
683,4900000420
684,4900000421
685,4900000422
686,4900000423
687,4900000424
688,4900000425
689,8000023617
690,4900000427
691,8000023618
692,4900000430
693,4900000431
694,4900000432
695,8000035337
696,8000023619
697,4900000435
698,4900000436
699,4900000437
700,4900000438
701,8000023620
702,4900000443
703,8000023621
704,4900000446
705,4900000448
706,8000023622
707,8000035338
708,8000023624
709,4900000462
710,4900000463
711,4900000464
712,4900000465
713,4900000466
714,4900000467
715,8000023625
716,4900000469
717,8000023626
718,4900000471
719,4900000472
720,8000023627
721,4900000475
722,4900000476
723,4900000477
724,4900000478
725,4900000479
726,4900000480
727,4900000481
728,4900000482
729,4900000483
730,4900000484
731,4900000485
732,8000035339
733,4900000489
734,4900000490
735,4900000493
736,4900000495
737,4900000496
738,4900000497
739,4900000498
740,4900000499
741,4900000500
742,4900000501
743,4900000502
744,8000035340
745,4900000505
746,4900000510
747,4900000512
748,4900000514
749,4900000515
750,4900000517
751,8000023636
752,4900000520
753,4900000524
754,4900000525
755,4900000526
756,4900000527
757,4900000528
758,8000035341
759,4900000532
760,4900000533
761,8000023639
762,4900000535
763,4900000538
764,4900000539
765,4900000540
766,4900000541
767,4900000542
768,4900000543
769,4900000544
770,8000023640
771,4900000548
772,4900000549
773,8000023642
774,4900000552
775,4900000553
776,8000035342
777,4900000556
778,4900000557
779,4900000558
780,4900000559
781,4900000560
782,4900000561
783,4900000562
784,4900000563
785,4900000566
786,4900000567
787,8000023646
788,4900000570
789,4900000574
790,4900000575
791,4900000576
792,4900000577
793,4900000578
794,4900000579
795,4900000580
796,8000023648
797,4900000582
798,8000035343
799,4900000589
800,4900000594
801,4900000597
802,4900000598
803,4900000599
804,4900000600
805,4900000601
806,4900000602
807,4900000603
808,4900000604
809,8000035344
810,4900000610
811,4900000613
812,4900000616
813,4900000617
814,4900000618
815,4900000619
816,4900000620
817,4900000621
818,4900000622
819,4900000623
820,4900000626
821,8000035345
822,4900000630
823,4900000636
824,4900000641
825,4900000643
826,4900000644
827,4900000645
828,4900000646
829,4900000647
830,4900000648
831,4900000650
832,8000035346
833,4900000656
834,4900000661
835,4900000664
836,4900000665
837,4900000666
838,4900000667
839,4900000668
840,4900000670
841,4900000673
842,4900000674
843,4900000675
844,4900000676
845,4900000678
846,8000035347
847,8000023669
848,4900000690
849,4900000691
850,4900000692
851,4900000693
852,4900000694
853,4900000695
854,4900000696
855,8000023670
856,8000035348
857,4900000707
858,4900000708
859,4900000710
860,4900000711
861,4900000712
862,4900000713
863,8000023674
864,4900000716
865,4900000717
866,8000023676
867,4900000721
868,4900000723
869,4900000724
870,4900000725
871,8000023677
872,8000035349
873,8000023679
874,4900000736
875,4900000738
876,4900000739
877,4900000740
878,4900000741
879,4900000742
880,4900000743
881,4900000744
882,4900000745
883,4900000746
884,4900000747
885,8000023681
886,8000035350
887,4900000755
888,8000023683
889,8000023684
890,8000023686
891,8000023687
892,8000035351
893,8000023688
894,8000023691
895,8000023692
896,8000035352
897,8000023695
898,8000035353
899,8000023698
900,8000023700
901,8000035354
902,8000023706
903,8000035355
904,8000035356
905,8000023714
906,8000023716
907,8000023721
908,8000035358
909,8000023723
910,8000023724
911,8000023725
912,8000023726
913,8000023730
914,8000035360
915,8000035361
916,8000035362
917,8000035363
918,8000032369
919,8000035366
920,8000035367
921,8000035368
922,8000035369
923,8000035370
924,8000035371
925,8000035372
926,8000035373
927,8000035374
928,8000035375
929,8000035376
930,8000035377
931,8000035378
932,8000035379
933,8000035380
934,8000032578
935,8000035381
936,8000035382
937,8000035383
938,8000035384
939,8000035385
940,8000023860
941,8000035386
942,8000023865
943,8000035387
944,8000023871
945,8000035388
946,8000032370
947,8000035389
948,8000023880
949,8000023881
950,8000035390
951,8000023885
952,8000035391
953,8000023888
954,8000023889
955,8000023890
956,8000023892
957,8000023893
958,8000035392
959,8000023895
960,8000023896
961,8000023898
962,8000035393
963,8000023899
964,8000023900
965,8000023902
966,8000035394
967,8000023906
968,8000035395
969,8000035396
970,8000035397
971,8000023919
972,8000035398
973,8000035399
974,8000035400
975,8000023938
976,8000035401
977,8000023939
978,8000023942
979,8000023943
980,8000035402
981,8000023944
982,8000023945
983,8000023946
984,8000035403
985,8000035404
986,8000023957
987,8000035405
988,8000023959
989,8000023960
990,8000032579
991,8000035406
992,8000023965
993,8000023967
994,8000035407
995,8000035408
996,8000023973
997,8000023974
998,8000023975
999,8000035409
1000,8000035410
1001,8000035411
1002,8000035412
1003,8000023996
1004,8000035413
1005,8000035414
1006,8000024004
1007,8000024007
1008,8000035415
1009,8000024009
1010,8000024010
1011,8000035416
1012,8000035417
1013,8000024022
1014,8000035418
1015,8000035419
1016,8000024031
1017,8000035420
1018,8000024033
1019,8000024035
1020,8000035421
1021,8000024038
1022,8000024039
1023,8000043000
1024,8000024041
1025,8000024042
1026,8000035422
1027,8000035423
1028,8000035424
1029,8000024058
1030,8000035425
1031,8000035426
1032,8000035427
1033,8000024070
1034,8000035428
1035,8000024075
1036,8000024078
1037,8000035429
1038,8000024079
1039,8000024083
1040,8000024084
1041,8000032580
1042,8000024088
1043,8000035431
1044,8000024093
1045,8000035432
1046,8000024096
1047,8000024097
1048,8000035433
1049,8000035434
1050,8000035435
1051,8000024109
1052,8000024110
1053,8000035436
1054,8000035437
1055,8000024119
1056,8000035438
1057,8000032372
1058,8000024125
1059,8000035439
1060,8000024129
1061,8000035440
1062,8000035441
1063,8000035442
1064,8000035443
1065,8000035444
1066,8000035445
1067,8000035446
1068,8000035447
1069,8000035448
1070,8000035450
1071,8000035451
1072,8000035452
1073,8000035453
1074,8000035454
1075,8000035455
1076,8000032581
1077,8000035456
1078,8000035457
1079,8000035458
1080,8000035459
1081,8000035460
1082,8000035461
1083,8000035462
1084,8000035463
1085,8000032373
1086,8000035464
1087,8000035465
1088,8000035466
1089,8000035467
1090,8000035468
1091,8000035469
1092,8000035471
1093,8000035472
1094,8000024297
1095,8000035473
1096,8000024298
1097,8000024299
1098,8000035474
1099,8000035475
1100,8000035476
1101,8000035479
1102,8000032582
1103,8000035481
1104,8000035482
1105,8000035483
1106,8000035484
1107,8000035485
1108,8000035486
1109,8000035487
1110,8000035488
1111,8000035490
1112,8000035491
1113,8000035492
1114,8000035493
1115,8000035494
1116,8000035495
1117,8000035496
1118,8000035497
1119,8000035498
1120,8000035499
1121,8000035500
1122,8000035501
1123,8000035502
1124,8000035503
1125,8000035504
1126,8000032583
1127,8000035506
1128,8000035507
1129,8000035508
1130,8000035509
1131,8000035510
1132,8000035511
1133,8000035512
1134,8000035514
1135,8000035515
1136,8000035517
1137,8000035518
1138,8000035519
1139,8000035520
1140,8000035521
1141,8000035522
1142,8000035523
1143,8000035524
1144,8000035525
1145,8000035526
1146,8000035527
1147,8000035528
1148,8000035529
1149,8000032584
1150,8000035530
1151,8000035531
1152,8000035532
1153,8000035533
1154,8000035534
1155,8000035535
1156,8000035536
1157,8000035537
1158,8000032376
1159,8000035538
1160,8000035539
1161,8000035540
1162,8000035541
1163,8000035543
1164,8000035544
1165,8000035545
1166,8000043005
1167,8000035546
1168,8000035547
1169,8000035548
1170,8000035549
1171,8000035551
1172,8000035553
1173,8000035554
1174,8000035555
1175,8000035557
1176,8000035558
1177,8000035559
1178,8000035560
1179,8000035562
1180,8000035563
1181,8000035564
1182,8000035565
1183,8000035566
1184,8000035567
1185,8000035568
1186,8000035569
1187,8000035570
1188,8000035571
1189,8000035572
1190,8000035573
1191,8000035575
1192,8000035576
1193,8000035577
1194,8000035578
1195,8000035579
1196,8000035580
1197,8000035581
1198,8000035582
1199,8000035583
1200,8000035585
1201,8000035586
1202,8000035587
1203,8000035589
1204,8000035590
1205,8000035591
1206,8000035592
1207,8000035598
1208,8000035599
1209,8000035600
1210,8000035601
1211,8000035602
1212,8000035603
1213,8000035604
1214,8000032587
1215,8000035605
1216,8000035606
1217,8000035607
1218,8000035608
1219,8000035609
1220,8000035610
1221,8000035612
1222,8000035613
1223,8000035614
1224,8000035615
1225,8000035617
1226,8000035618
1227,8000035619
1228,8000035620
1229,8000035621
1230,8000035622
1231,8000035623
1232,8000035624
1233,8000035626
1234,8000035627
1235,8000035628
1236,8000035629
1237,8000032588
1238,8000035630
1239,8000035631
1240,8000035632
1241,8000035633
1242,8000035634
1243,8000035635
1244,8000035636
1245,8000035637
1246,8000032380
1247,8000035638
1248,8000035639
1249,8000035640
1250,8000035641
1251,8000035642
1252,8000035643
1253,8000035644
1254,8000035645
1255,8000035647
1256,8000035650
1257,8000035652
1258,8000035653
1259,8000035654
1260,8000035655
1261,8000035656
1262,8000035657
1263,8000042801
1264,8000035658
1265,8000035659
1266,8000035660
1267,8000035661
1268,8000035662
1269,8000035663
1270,8000035664
1271,8000035665
1272,8000035666
1273,8000035667
1274,8000035668
1275,8000035669
1276,8000035670
1277,8000035671
1278,8000035672
1279,8000035673
1280,8000035675
1281,8000035676
1282,8000035677
1283,8000035678
1284,8000035679
1285,8000035680
1286,8000035681
1287,8000035682
1288,8000035683
1289,8000035684
1290,8000035685
1291,8000035686
1292,8000035687
1293,8000035688
1294,8000035689
1295,8000035690
1296,8000035691
1297,8000035692
1298,8000035693
1299,8000035694
1300,8000035695
1301,8000035696
1302,8000035697
1303,8000035698
1304,8000035699
1305,8000035700
1306,8000035701
1307,8000035702
1308,8000035703
1309,8000035705
1310,8000035706
1311,8000035707
1312,8000035708
1313,8000035709
1314,8000035710
1315,8000035711
1316,8000035712
1317,8000035713
1318,8000035714
1319,8000035715
1320,8000035716
1321,8000035717
1322,8000035718
1323,8000035720
1324,8000035721
1325,8000035722
1326,8000035723
1327,8000035724
1328,8000035725
1329,8000035726
1330,8000035727
1331,8000035728
1332,8000035729
1333,8000035730
1334,8000035731
1335,8000035732
1336,8000035733
1337,8000035734
1338,8000035735
1339,8000035736
1340,8000035737
1341,8000035739
1342,8000035740
1343,8000035741
1344,8000032384
1345,8000035742
1346,8000035743
1347,8000035744
1348,8000035745
1349,8000035746
1350,8000035747
1351,8000035748
1352,8000035749
1353,8000035750
1354,8000035751
1355,8000035752
1356,8000035753
1357,8000035754
1358,8000035758
1359,8000035759
1360,8000035760
1361,8000035761
1362,8000035762
1363,8000035763
1364,8000035765
1365,8000035766
1366,8000035767
1367,8000035768
1368,8000035769
1369,8000035771
1370,8000035772
1371,8000035773
1372,8000035774
1373,8000035775
1374,8000035776
1375,8000035777
1376,8000035778
1377,8000035779
1378,8000035781
1379,8000035782
1380,8000035784
1381,8000035785
1382,8000035787
1383,8000035789
1384,8000035790
1385,8000035791
1386,8000032386
1387,8000035792
1388,8000035794
1389,8000035795
1390,8000035796
1391,8000035797
1392,8000035798
1393,8000035799
1394,8000035800
1395,8000035801
1396,8000035802
1397,8000035803
1398,8000035804
1399,8000035806
1400,8000035807
1401,8000035808
1402,8000035809
1403,8000035810
1404,8000035811
1405,8000035812
1406,8000035813
1407,8000035814
1408,8000035816
1409,8000035817
1410,8000035818
1411,8000035819
1412,8000035820
1413,8000035821
1414,8000035822
1415,8000035823
1416,8000035824
1417,8000035825
1418,8000035826
1419,8000035827
1420,8000035828
1421,8000035829
1422,8000035830
1423,8000035831
1424,8000035834
1425,8000035835
1426,8000035836
1427,8000035837
1428,8000035839
1429,8000035840
1430,8000035841
1431,8000035842
1432,8000035843
1433,8000035844
1434,8000035845
1435,8000035846
1436,8000035847
1437,8000035848
1438,8000035849
1439,8000035850
1440,8000035851
1441,8000035852
1442,8000035853
1443,8000035854
1444,8000035856
1445,8000035857
1446,8000035858
1447,8000035859
1448,8000035860
1449,8000035861
1450,8000035862
1451,8000035863
1452,8000035864
1453,8000035865
1454,8000032389
1455,8000035866
1456,8000035867
1457,8000035868
1458,8000035869
1459,8000035870
1460,8000035871
1461,8000035872
1462,8000035873
1463,8000035875
1464,8000035876
1465,8000035877
1466,8000035878
1467,8000035879
1468,8000035880
1469,8000035882
1470,8000035883
1471,8000035884
1472,8000035885
1473,8000035886
1474,8000035887
1475,8000035888
1476,3164383
1477,8000035890
1478,8000035891
1479,8000035892
1480,8000035893
1481,8000035894
1482,8000035896
1483,8000035897
1484,8000035898
1485,8000035899
1486,8000035900
1487,8000035901
1488,8000035902
1489,8000035903
1490,8000035904
1491,8000035905
1492,8000035907
1493,8000035912
1494,8000035913
1495,8000035914
1496,3165044
1497,8000035915
1498,8000035916
1499,8000035917
1500,8000035918
1501,8000035919
1502,8000035920
1503,8000035921
1504,8000035922
1505,8000035923
1506,8000035924
1507,8000035925
1508,8000035926
1509,8000035927
1510,8000035928
1511,8000035929
1512,8000035932
1513,8000035933
1514,8000035934
1515,8000035935
1516,8000035938
1517,8000035941
1518,8000035942
1519,8000035943
1520,8000035946
1521,8000035953
1522,4700000054
1523,4700000072
1524,4700000073
1525,4700000075
1526,4700000077
1527,8000035954
1528,4700000103
1529,8000035955
1530,4700000106
1531,4700000121
1532,4700000134
1533,8000035957
1534,4700000159
1535,4700000162
1536,4700000175
1537,8000035958
1538,4700000208
1539,8000000004
1540,8000000005
1541,4700000276
1542,4700000280
1543,8000000027
1544,4700000287
1545,4700000300
1546,4700000348
1547,4700000367
1548,8000000122
1549,8000000132
1550,4700000431
1551,4700000436
1552,4700000500
1553,4700000507
1554,4700000587
1555,4700000596
1556,4700000643
1557,8000000396
1558,4700000656
1559,4700000683
1560,4700000703
1561,4700000708
1562,4700000758
1563,4700000781
1564,4700000782
1565,4700000790
1566,4700000801
1567,4700000859
1568,4700000867
1569,4700000868
1570,4700000872
1571,4700000877
1572,4700000879
1573,4700000880
1574,4700000884
1575,4700000901
1576,4700000902
1577,4700000933
1578,4700000962
1579,4700000998
1580,4700001037
1581,4700001057
1582,4700001072
1583,4700001094
1584,4700001095
1585,4700001128
1586,4700001134
1587,4700001140
1588,4700001163
1589,4700001167
1590,4700001168
1591,4700001170
1592,4700001171
1593,4700001172
1594,4700001173
1595,4700001174
1596,4700001175
1597,4700001185
1598,4700001224
1599,4700001227
1600,4700001236
1601,4700001252
1602,4700001256
1603,4700001265
1604,4700001268
1605,4700001269
1606,4700001270
1607,4700001281
1608,4700001296
1609,4700001323
1610,4700001337
1611,4700001350
1612,8000001107
1613,4700001380
1614,8000042756
1615,4700001389
1616,4700001402
1617,4700001404
1618,4700001444
1619,4700001445
1620,4700001447
1621,4700001448
1622,4700001449
1623,4700001455
1624,8000001214
1625,4700001494
1626,4700001509
1627,4700001528
1628,4700001566
1629,4700001567
1630,8000001329
1631,3167541
1632,4700001632
1633,4700001688
1634,4700001700
1635,8000001444
1636,4700001703
1637,3167693
1638,4700001744
1639,8000001489
1640,4700001749
1641,4700001755
1642,4700001758
1643,8000042759
1644,4700001764
1645,4700001766
1646,4700001782
1647,4700001840
1648,4700001849
1649,8000042760
1650,4700001901
1651,4700001930
1652,4700001973
1653,4700001984
1654,4700001987
1655,4700001994
1656,4700002007
1657,4700002012
1658,4700002043
1659,4700002044
1660,4700002046
1661,4700002052
1662,4700002054
1663,4700002062
1664,4700002095
1665,3168069
1666,4700002134
1667,4700002135
1668,4700002136
1669,4700002137
1670,4700002138
1671,4700002139
1672,8000042762
1673,4700002152
1674,4700002176
1675,4700002177
1676,4700002189
1677,4700002202
1678,3168157
1679,8000001961
1680,4700002221
1681,4700002256
1682,4700002285
1683,3168245
1684,4700002335
1685,4700002340
1686,4700002342
1687,4700002395
1688,4700002417
1689,4700002418
1690,4700002419
1691,4700002422
1692,4700002427
1693,4700002428
1694,4700002429
1695,4700002431
1696,4700002433
1697,4700002435
1698,4700002436
1699,4700002437
1700,4700002439
1701,4700002441
1702,4700002481
1703,4700002482
1704,4700002483
1705,4700002502
1706,4700002503
1707,4700002504
1708,4700002505
1709,8000042765
1710,4700002513
1711,4700002514
1712,4700002515
1713,4700002517
1714,4700002518
1715,4700002522
1716,4700002524
1717,4700002525
1718,4700002568
1719,4700002575
1720,4700002596
1721,4700002603
1722,4700002606
1723,8000002383
1724,4700002673
1725,4700002674
1726,4700002677
1727,4700002762
1728,4700002765
1729,4700002770
1730,4700002771
1731,4700002792
1732,4700002793
1733,4700002794
1734,8000002541
1735,4700002798
1736,4700002802
1737,4700002805
1738,4700002806
1739,4700002807
1740,4700002808
1741,4700002809
1742,4700002810
1743,4700002811
1744,4700002812
1745,4700002813
1746,4700002814
1747,4700002843
1748,4700002844
1749,4700002888
1750,4700002889
1751,4700002895
1752,4700002896
1753,4700002897
1754,4700002898
1755,4700002899
1756,4700002900
1757,4700002901
1758,3168878
1759,4700002954
1760,4700002971
1761,4700002998
1762,4700003058
1763,4700003063
1764,4700003064
1765,4700003070
1766,4700003081
1767,4700003092
1768,4700003093
1769,4700003094
1770,4700003132
1771,4700003169
1772,4700003192
1773,4700003194
1774,4700003195
1775,4700003197
1776,4700003198
1777,4700003199
1778,4700003200
1779,4700003201
1780,4700003202
1781,4700003205
1782,4700003211
1783,4700003212
1784,4700003213
1785,4700003214
1786,4700003216
1787,4700003219
1788,4700003222
1789,4700003225
1790,4700003226
1791,4700003228
1792,4700003229
1793,4700003236
1794,4700003237
1795,4700003238
1796,4700003239
1797,4700003240
1798,4700003242
1799,4700003243
1800,4700003244
1801,4700003245
1802,4700003246
1803,4700003273
1804,4700003276
1805,4700003290
1806,8000003044
1807,4700003305
1808,4700003306
1809,4700003307
1810,4700003308
1811,4700003309
1812,4700003310
1813,4400011935
1814,4700003323
1815,4700003329
1816,4700003330
1817,4700003347
1818,4700003348
1819,4700003349
1820,4700003350
1821,4700003365
1822,4700003379
1823,8000003125
1824,4700003384
1825,8000042772
1826,4700003400
1827,4700003402
1828,4700003403
1829,4700003404
1830,4700003405
1831,4700003448
1832,4700003452
1833,4700003475
1834,4700003476
1835,4700003477
1836,4700003478
1837,4700003479
1838,4700003480
1839,4700003483
1840,4700003488
1841,4700003496
1842,4700003498
1843,4700003500
1844,4700003502
1845,8000042773
1846,4700003559
1847,4700003564
1848,4700003566
1849,8000003312
1850,4700003569
1851,8000003319
1852,4700003584
1853,4700003585
1854,8000003334
1855,4700003597
1856,4700003620
1857,4700003627
1858,4700003630
1859,4700003631
1860,4700003632
1861,4700003633
1862,4700003634
1863,4700003635
1864,4700003636
1865,4700003637
1866,4700003638
1867,4700003639
1868,4700003640
1869,4700003641
1870,4700003642
1871,4700003646
1872,4700003647
1873,4700003655
1874,4700003656
