Final Create Date,Final Company Code,False,True,Target,1st Time Match?
2021-05-31,Company 12,589.0,176.0,0.8,0.23006535947712417
2021-05-31,Company 13,11.0,2.0,0.8,0.15384615384615385
2021-05-31,Company 2,19.0,1.0,0.8,0.05
2021-05-31,Company 4,408.0,106.0,0.8,0.20622568093385213
2021-05-31,Company 5,10.0,2.0,0.8,0.16666666666666666
2021-05-31,Company 6,915.0,172.0,0.8,0.15823367065317387
2021-06-30,Company 1,15.0,7.0,0.8,0.3181818181818182
2021-06-30,Company 10,598.0,224.0,0.8,0.2725060827250608
2021-06-30,Company 12,636.0,209.0,0.8,0.24733727810650888
2021-06-30,Company 13,24.0,9.0,0.8,0.2727272727272727
2021-06-30,Company 2,25.0,3.0,0.8,0.10714285714285714
2021-06-30,Company 4,469.0,122.0,0.8,0.20642978003384094
2021-06-30,Company 5,12.0,3.0,0.8,0.2
2021-06-30,Company 6,955.0,211.0,0.8,0.18096054888507718
2021-07-31,Company 1,15.0,4.0,0.8,0.21052631578947367
2021-07-31,Company 10,206.0,156.0,0.8,0.430939226519337
2021-07-31,Company 12,685.0,246.0,0.8,0.26423200859291085
2021-07-31,Company 13,26.0,4.0,0.8,0.13333333333333333
2021-07-31,Company 2,22.0,2.0,0.8,0.08333333333333333
2021-07-31,Company 3,0.0,1.0,0.8,1.0
2021-07-31,Company 4,439.0,106.0,0.8,0.1944954128440367
2021-07-31,Company 5,2.0,3.0,0.8,0.6
2021-07-31,Company 6,512.0,134.0,0.8,0.20743034055727555
2021-08-31,Company 1,11.0,3.0,0.8,0.21428571428571427
2021-08-31,Company 10,210.0,59.0,0.8,0.21933085501858737
2021-08-31,Company 12,695.0,207.0,0.8,0.229490022172949
2021-08-31,Company 13,22.0,6.0,0.8,0.21428571428571427
2021-08-31,Company 2,18.0,4.0,0.8,0.18181818181818182
2021-08-31,Company 4,467.0,101.0,0.8,0.17781690140845072
2021-08-31,Company 5,5.0,0.0,0.8,0.0
2021-08-31,Company 6,688.0,172.0,0.8,0.2
2021-09-30,Company 1,15.0,9.0,0.8,0.375
2021-09-30,Company 10,290.0,68.0,0.8,0.18994413407821228
2021-09-30,Company 12,685.0,207.0,0.8,0.2320627802690583
2021-09-30,Company 13,21.0,2.0,0.8,0.08695652173913043
2021-09-30,Company 2,19.0,1.0,0.8,0.05
2021-09-30,Company 4,512.0,126.0,0.8,0.1974921630094044
2021-09-30,Company 5,9.0,5.0,0.8,0.35714285714285715
2021-09-30,Company 6,777.0,151.0,0.8,0.1627155172413793
2021-10-31,Company 1,9.0,4.0,0.8,0.3076923076923077
2021-10-31,Company 10,294.0,97.0,0.8,0.24808184143222506
2021-10-31,Company 12,678.0,187.0,0.8,0.2161849710982659
2021-10-31,Company 13,19.0,1.0,0.8,0.05
2021-10-31,Company 2,18.0,1.0,0.8,0.05263157894736842
2021-10-31,Company 4,534.0,125.0,0.8,0.18968133535660092
2021-10-31,Company 5,15.0,3.0,0.8,0.16666666666666666
2021-10-31,Company 6,811.0,233.0,0.8,0.2231800766283525
2021-11-30,Company 1,16.0,2.0,0.8,0.1111111111111111
2021-11-30,Company 10,402.0,130.0,0.8,0.24436090225563908
2021-11-30,Company 12,650.0,214.0,0.8,0.24768518518518517
2021-11-30,Company 13,15.0,0.0,0.8,0.0
2021-11-30,Company 2,19.0,14.0,0.8,0.42424242424242425
2021-11-30,Company 4,550.0,108.0,0.8,0.1641337386018237
2021-11-30,Company 5,14.0,5.0,0.8,0.2631578947368421
2021-11-30,Company 6,733.0,204.0,0.8,0.21771611526147278
2021-12-31,Company 1,16.0,1.0,0.8,0.058823529411764705
2021-12-31,Company 10,283.0,79.0,0.8,0.21823204419889503
2021-12-31,Company 12,514.0,156.0,0.8,0.23283582089552238
2021-12-31,Company 13,11.0,1.0,0.8,0.08333333333333333
2021-12-31,Company 2,18.0,5.0,0.8,0.21739130434782608
2021-12-31,Company 3,1.0,0.0,0.8,0.0
2021-12-31,Company 4,434.0,99.0,0.8,0.18574108818011256
2021-12-31,Company 5,14.0,4.0,0.8,0.2222222222222222
2021-12-31,Company 6,589.0,168.0,0.8,0.22192866578599735
2022-01-31,Company 1,9.0,2.0,0.8,0.18181818181818182
2022-01-31,Company 10,436.0,88.0,0.8,0.16793893129770993
2022-01-31,Company 12,611.0,209.0,0.8,0.2548780487804878
2022-01-31,Company 13,17.0,4.0,0.8,0.19047619047619047
2022-01-31,Company 2,18.0,3.0,0.8,0.14285714285714285
2022-01-31,Company 4,579.0,134.0,0.8,0.1879382889200561
2022-01-31,Company 5,11.0,5.0,0.8,0.3125
2022-01-31,Company 6,704.0,196.0,0.8,0.21777777777777776
2022-02-28,Company 1,9.0,3.0,0.8,0.25
2022-02-28,Company 10,515.0,68.0,0.8,0.11663807890222985
2022-02-28,Company 12,593.0,159.0,0.8,0.21143617021276595
2022-02-28,Company 13,9.0,2.0,0.8,0.18181818181818182
2022-02-28,Company 2,16.0,1.0,0.8,0.058823529411764705
2022-02-28,Company 4,594.0,105.0,0.8,0.15021459227467812
2022-02-28,Company 5,5.0,4.0,0.8,0.4444444444444444
2022-02-28,Company 6,735.0,221.0,0.8,0.23117154811715482
2022-03-31,Company 1,17.0,1.0,0.8,0.05555555555555555
2022-03-31,Company 10,670.0,91.0,0.8,0.11957950065703023
2022-03-31,Company 12,694.0,238.0,0.8,0.2553648068669528
2022-03-31,Company 13,18.0,5.0,0.8,0.21739130434782608
2022-03-31,Company 2,30.0,2.0,0.8,0.0625
2022-03-31,Company 3,0.0,1.0,0.8,1.0
2022-03-31,Company 4,789.0,118.0,0.8,0.13009922822491732
2022-03-31,Company 5,8.0,6.0,0.8,0.42857142857142855
2022-03-31,Company 6,911.0,256.0,0.8,0.21936589545844046
2022-04-30,Company 1,8.0,3.0,0.8,0.2727272727272727
2022-04-30,Company 10,442.0,59.0,0.8,0.11776447105788423
2022-04-30,Company 12,657.0,152.0,0.8,0.18788627935723115
2022-04-30,Company 13,14.0,3.0,0.8,0.17647058823529413
2022-04-30,Company 2,15.0,1.0,0.8,0.0625
2022-04-30,Company 3,4.0,0.0,0.8,0.0
2022-04-30,Company 4,581.0,111.0,0.8,0.16040462427745664
2022-04-30,Company 5,11.0,4.0,0.8,0.26666666666666666
2022-04-30,Company 6,662.0,183.0,0.8,0.2165680473372781
2022-05-31,Company 1,14.0,2.0,0.8,0.125
2022-05-31,Company 10,693.0,71.0,0.8,0.09293193717277487
2022-05-31,Company 12,602.0,160.0,0.8,0.2099737532808399
2022-05-31,Company 13,12.0,5.0,0.8,0.29411764705882354
2022-05-31,Company 2,19.0,1.0,0.8,0.05
2022-05-31,Company 3,1.0,0.0,0.8,0.0
2022-05-31,Company 4,606.0,103.0,0.8,0.14527503526093088
2022-05-31,Company 5,2.0,7.0,0.8,0.7777777777777778
2022-05-31,Company 6,656.0,251.0,0.8,0.27673649393605293
2022-06-30,Company 1,16.0,2.0,0.8,0.1111111111111111
2022-06-30,Company 10,523.0,53.0,0.8,0.0920138888888889
2022-06-30,Company 12,613.0,141.0,0.8,0.1870026525198939
2022-06-30,Company 13,15.0,6.0,0.8,0.2857142857142857
2022-06-30,Company 2,18.0,2.0,0.8,0.1
2022-06-30,Company 4,558.0,110.0,0.8,0.16467065868263472
2022-06-30,Company 5,7.0,9.0,0.8,0.5625
2022-06-30,Company 6,703.0,271.0,0.8,0.2782340862422998
2022-07-31,Company 1,12.0,4.0,0.8,0.25
2022-07-31,Company 10,559.0,119.0,0.8,0.17551622418879056
2022-07-31,Company 12,552.0,141.0,0.8,0.20346320346320346
2022-07-31,Company 13,13.0,5.0,0.8,0.2777777777777778
2022-07-31,Company 2,13.0,1.0,0.8,0.07142857142857142
2022-07-31,Company 4,496.0,114.0,0.8,0.18688524590163935
2022-07-31,Company 5,4.0,2.0,0.8,0.3333333333333333
2022-07-31,Company 6,861.0,193.0,0.8,0.18311195445920303
2022-08-31,Company 1,10.0,2.0,0.8,0.16666666666666666
2022-08-31,Company 10,602.0,143.0,0.8,0.1919463087248322
2022-08-31,Company 12,574.0,228.0,0.8,0.28428927680798005
2022-08-31,Company 13,15.0,4.0,0.8,0.21052631578947367
2022-08-31,Company 2,13.0,3.0,0.8,0.1875
2022-08-31,Company 4,663.0,199.0,0.8,0.2308584686774942
2022-08-31,Company 5,18.0,3.0,0.8,0.14285714285714285
2022-08-31,Company 6,945.0,266.0,0.8,0.21965317919075145
2022-09-30,Company 1,11.0,5.0,0.8,0.3125
2022-09-30,Company 10,711.0,120.0,0.8,0.1444043321299639
2022-09-30,Company 12,587.0,178.0,0.8,0.2326797385620915
2022-09-30,Company 13,14.0,9.0,0.8,0.391304347826087
2022-09-30,Company 2,6.0,5.0,0.8,0.45454545454545453
2022-09-30,Company 3,2.0,0.0,0.8,0.0
2022-09-30,Company 4,679.0,200.0,0.8,0.22753128555176336
2022-09-30,Company 5,7.0,3.0,0.8,0.3
2022-09-30,Company 6,896.0,313.0,0.8,0.2588916459884202
2022-10-31,Company 1,11.0,2.0,0.8,0.15384615384615385
2022-10-31,Company 10,699.0,114.0,0.8,0.14022140221402213
2022-10-31,Company 12,651.0,165.0,0.8,0.20220588235294118
2022-10-31,Company 13,14.0,2.0,0.8,0.125
2022-10-31,Company 2,1.0,1.0,0.8,0.5
2022-10-31,Company 3,3.0,0.0,0.8,0.0
2022-10-31,Company 4,686.0,188.0,0.8,0.2151029748283753
2022-10-31,Company 5,11.0,4.0,0.8,0.26666666666666666
2022-10-31,Company 6,807.0,254.0,0.8,0.23939679547596607
2022-11-30,Company 1,7.0,2.0,0.8,0.2222222222222222
2022-11-30,Company 10,550.0,150.0,0.8,0.21428571428571427
2022-11-30,Company 12,604.0,123.0,0.8,0.16918844566712518
2022-11-30,Company 13,18.0,9.0,0.8,0.3333333333333333
2022-11-30,Company 2,8.0,2.0,0.8,0.2
2022-11-30,Company 3,3.0,2.0,0.8,0.4
2022-11-30,Company 4,640.0,109.0,0.8,0.14552736982643524
2022-11-30,Company 5,6.0,2.0,0.8,0.25
2022-11-30,Company 6,684.0,257.0,0.8,0.2731137088204038
2022-12-31,Company 1,20.0,5.0,0.8,0.2
2022-12-31,Company 10,569.0,102.0,0.8,0.15201192250372578
2022-12-31,Company 12,386.0,152.0,0.8,0.2825278810408922
2022-12-31,Company 13,34.0,9.0,0.8,0.20930232558139536
2022-12-31,Company 2,1.0,1.0,0.8,0.5
2022-12-31,Company 3,4.0,1.0,0.8,0.2
2022-12-31,Company 4,458.0,127.0,0.8,0.2170940170940171
2022-12-31,Company 5,4.0,2.0,0.8,0.3333333333333333
2022-12-31,Company 6,515.0,203.0,0.8,0.2827298050139276
2023-01-31,Company 1,17.0,5.0,0.8,0.22727272727272727
2023-01-31,Company 10,549.0,197.0,0.8,0.2640750670241287
2023-01-31,Company 12,528.0,256.0,0.8,0.32653061224489793
2023-01-31,Company 13,14.0,15.0,0.8,0.5172413793103449
2023-01-31,Company 2,1.0,1.0,0.8,0.5
2023-01-31,Company 3,4.0,0.0,0.8,0.0
2023-01-31,Company 4,675.0,258.0,0.8,0.2765273311897106
2023-01-31,Company 5,4.0,3.0,0.8,0.42857142857142855
2023-01-31,Company 6,684.0,212.0,0.8,0.23660714285714285
2023-02-28,Company 1,9.0,1.0,0.8,0.1
2023-02-28,Company 10,586.0,190.0,0.8,0.24484536082474226
2023-02-28,Company 12,523.0,208.0,0.8,0.28454172366621067
2023-02-28,Company 13,21.0,12.0,0.8,0.36363636363636365
2023-02-28,Company 2,10.0,2.0,0.8,0.16666666666666666
2023-02-28,Company 3,1.0,0.0,0.8,0.0
2023-02-28,Company 4,593.0,303.0,0.8,0.33816964285714285
2023-02-28,Company 5,4.0,13.0,0.8,0.7647058823529411
2023-02-28,Company 6,715.0,207.0,0.8,0.2245119305856833
2023-03-31,Company 1,9.0,3.0,0.8,0.25
2023-03-31,Company 10,379.0,74.0,0.8,0.16335540838852097
2023-03-31,Company 12,284.0,82.0,0.8,0.22404371584699453
2023-03-31,Company 13,15.0,3.0,0.8,0.16666666666666666
2023-03-31,Company 2,9.0,4.0,0.8,0.3076923076923077
2023-03-31,Company 3,1.0,4.0,0.8,0.8
2023-03-31,Company 4,411.0,156.0,0.8,0.2751322751322751
2023-03-31,Company 5,4.0,1.0,0.8,0.2
2023-03-31,Company 6,426.0,98.0,0.8,0.18702290076335878
2020-01-31,All,282.0,53.0,0.8,0.1582089552238806
2020-02-29,All,322.0,56.0,0.8,0.14814814814814814
2020-03-31,All,212.0,41.0,0.8,0.16205533596837945
2020-04-30,All,108.0,84.0,0.8,0.4375
2020-05-31,All,214.0,55.0,0.8,0.20446096654275092
2020-06-30,All,757.0,255.0,0.8,0.2519762845849802
2020-07-31,All,2744.0,1443.0,0.8,0.3446381657511345
2020-08-31,All,2624.0,1464.0,0.8,0.35812133072407043
2020-09-30,All,2743.0,1478.0,0.8,0.3501539919450367
2020-10-31,All,2864.0,1330.0,0.8,0.31711969480209823
2020-11-30,All,2710.0,921.0,0.8,0.25364913247039383
2020-12-31,All,1949.0,899.0,0.8,0.31566011235955055
2021-01-31,All,2817.0,913.0,0.8,0.24477211796246648
2021-02-28,All,2596.0,800.0,0.8,0.23557126030624265
2021-03-31,All,3254.0,986.0,0.8,0.23254716981132076
2021-04-30,All,2816.0,828.0,0.8,0.22722283205268934
2021-05-31,All,2645.0,704.0,0.8,0.21021200358315914
2021-06-30,All,2734.0,788.0,0.8,0.22373651334469052
2021-07-31,All,1907.0,656.0,0.8,0.25595005852516584
2021-08-31,All,2116.0,552.0,0.8,0.20689655172413793
2021-09-30,All,2328.0,569.0,0.8,0.19641007939247498
2021-10-31,All,2378.0,651.0,0.8,0.21492241663915485
2021-11-30,All,2399.0,677.0,0.8,0.22009102730819247
2021-12-31,All,1880.0,513.0,0.8,0.2143752611784371
2022-01-31,All,2385.0,641.0,0.8,0.21183079973562458
2022-02-28,All,2476.0,563.0,0.8,0.18525830865416254
2022-03-31,All,3137.0,718.0,0.8,0.18625162127107653
2022-04-30,All,2394.0,516.0,0.8,0.177319587628866
2022-05-31,All,2605.0,600.0,0.8,0.187207488299532
2022-06-30,All,2453.0,594.0,0.8,0.19494584837545126
2022-07-31,All,2510.0,579.0,0.8,0.18743930074457754
2022-08-31,All,2840.0,848.0,0.8,0.2299349240780911
2022-09-30,All,2913.0,833.0,0.8,0.22237052856380138
2022-10-31,All,2883.0,730.0,0.8,0.20204815942430113
2022-11-30,All,2520.0,656.0,0.8,0.20654911838790932
2022-12-31,All,1991.0,602.0,0.8,0.2321635171615889
2023-01-31,All,2476.0,947.0,0.8,0.2766579024247736
2023-02-28,All,2462.0,936.0,0.8,0.27545615067686874
2023-03-31,All,1538.0,425.0,0.8,0.21650534895568008
2020-01-31,Holding Org 1,71.0,8.0,0.8,0.10126582278481013
2020-02-29,Holding Org 1,66.0,16.0,0.8,0.1951219512195122
2020-03-31,Holding Org 1,47.0,11.0,0.8,0.1896551724137931
2020-04-30,Holding Org 1,39.0,15.0,0.8,0.2777777777777778
2020-05-31,Holding Org 1,49.0,10.0,0.8,0.1694915254237288
2020-06-30,Holding Org 1,29.0,19.0,0.8,0.3958333333333333
2020-07-31,Holding Org 1,437.0,109.0,0.8,0.19963369963369965
2020-08-31,Holding Org 1,460.0,105.0,0.8,0.18584070796460178
2020-09-30,Holding Org 1,565.0,115.0,0.8,0.16911764705882354
2020-10-31,Holding Org 1,487.0,111.0,0.8,0.18561872909698995
2020-11-30,Holding Org 1,602.0,87.0,0.8,0.1262699564586357
2020-12-31,Holding Org 1,413.0,97.0,0.8,0.19019607843137254
2021-01-31,Holding Org 1,600.0,138.0,0.8,0.18699186991869918
2021-02-28,Holding Org 1,578.0,104.0,0.8,0.15249266862170088
2021-03-31,Holding Org 1,706.0,179.0,0.8,0.20225988700564973
2021-04-30,Holding Org 1,560.0,129.0,0.8,0.18722786647314948
2021-05-31,Holding Org 1,449.0,113.0,0.8,0.20106761565836298
2021-06-30,Holding Org 1,521.0,135.0,0.8,0.20579268292682926
2021-07-31,Holding Org 1,478.0,116.0,0.8,0.19528619528619529
2021-08-31,Holding Org 1,501.0,108.0,0.8,0.17733990147783252
2021-09-30,Holding Org 1,555.0,141.0,0.8,0.2025862068965517
2021-10-31,Holding Org 1,576.0,133.0,0.8,0.18758815232722145
2021-11-30,Holding Org 1,599.0,129.0,0.8,0.1771978021978022
2021-12-31,Holding Org 1,483.0,109.0,0.8,0.18412162162162163
2022-01-31,Holding Org 1,617.0,144.0,0.8,0.18922470433639949
2022-02-28,Holding Org 1,624.0,113.0,0.8,0.15332428765264586
2022-03-31,Holding Org 1,844.0,128.0,0.8,0.13168724279835392
2022-04-30,Holding Org 1,619.0,119.0,0.8,0.16124661246612465
2022-05-31,Holding Org 1,642.0,113.0,0.8,0.14966887417218544
2022-06-30,Holding Org 1,599.0,123.0,0.8,0.1703601108033241
2022-07-31,Holding Org 1,525.0,121.0,0.8,0.1873065015479876
2022-08-31,Holding Org 1,704.0,207.0,0.8,0.22722283205268934
2022-09-30,Holding Org 1,705.0,213.0,0.8,0.23202614379084968
2022-10-31,Holding Org 1,712.0,195.0,0.8,0.21499448732083792
2022-11-30,Holding Org 1,664.0,117.0,0.8,0.14980793854033292
2022-12-31,Holding Org 1,487.0,136.0,0.8,0.21829855537720708
2023-01-31,Holding Org 1,701.0,267.0,0.8,0.27582644628099173
2023-02-28,Holding Org 1,617.0,319.0,0.8,0.3408119658119658
2023-03-31,Holding Org 1,434.0,168.0,0.8,0.27906976744186046
2020-01-31,Holding Org 2,36.0,27.0,0.8,0.42857142857142855
2020-02-29,Holding Org 2,96.0,24.0,0.8,0.2
2020-03-31,Holding Org 2,70.0,26.0,0.8,0.2708333333333333
2020-04-30,Holding Org 2,39.0,24.0,0.8,0.38095238095238093
2020-05-31,Holding Org 2,40.0,14.0,0.8,0.25925925925925924
2020-06-30,Holding Org 2,39.0,29.0,0.8,0.4264705882352941
2020-07-31,Holding Org 2,391.0,413.0,0.8,0.513681592039801
2020-08-31,Holding Org 2,638.0,481.0,0.8,0.4298480786416443
2020-09-30,Holding Org 2,629.0,331.0,0.8,0.34479166666666666
2020-10-31,Holding Org 2,632.0,406.0,0.8,0.3911368015414258
2020-11-30,Holding Org 2,537.0,250.0,0.8,0.3176620076238882
2020-12-31,Holding Org 2,533.0,386.0,0.8,0.4200217627856366
2021-01-31,Holding Org 2,694.0,237.0,0.8,0.2545649838882922
2021-02-28,Holding Org 2,557.0,222.0,0.8,0.28498074454428757
2021-03-31,Holding Org 2,646.0,255.0,0.8,0.2830188679245283
2021-04-30,Holding Org 2,657.0,229.0,0.8,0.2584650112866817
2021-05-31,Holding Org 2,600.0,178.0,0.8,0.22879177377892032
2021-06-30,Holding Org 2,660.0,218.0,0.8,0.24829157175398633
2021-07-31,Holding Org 2,711.0,250.0,0.8,0.2601456815816857
2021-08-31,Holding Org 2,717.0,213.0,0.8,0.22903225806451613
2021-09-30,Holding Org 2,706.0,209.0,0.8,0.2284153005464481
2021-10-31,Holding Org 2,697.0,188.0,0.8,0.21242937853107344
2021-11-30,Holding Org 2,665.0,214.0,0.8,0.2434584755403868
2021-12-31,Holding Org 2,525.0,157.0,0.8,0.23020527859237536
2022-01-31,Holding Org 2,628.0,213.0,0.8,0.25326991676575505
2022-02-28,Holding Org 2,602.0,161.0,0.8,0.21100917431192662
2022-03-31,Holding Org 2,712.0,243.0,0.8,0.2544502617801047
2022-04-30,Holding Org 2,671.0,155.0,0.8,0.18765133171912832
2022-05-31,Holding Org 2,614.0,165.0,0.8,0.21181001283697048
2022-06-30,Holding Org 2,628.0,147.0,0.8,0.1896774193548387
2022-07-31,Holding Org 2,565.0,146.0,0.8,0.20534458509142053
2022-08-31,Holding Org 2,589.0,232.0,0.8,0.28258221680876977
2022-09-30,Holding Org 2,601.0,187.0,0.8,0.23730964467005075
2022-10-31,Holding Org 2,665.0,167.0,0.8,0.20072115384615385
2022-11-30,Holding Org 2,622.0,132.0,0.8,0.17506631299734748
2022-12-31,Holding Org 2,420.0,161.0,0.8,0.27710843373493976
2023-01-31,Holding Org 2,542.0,271.0,0.8,0.3333333333333333
2023-02-28,Holding Org 2,544.0,220.0,0.8,0.2879581151832461
2023-03-31,Holding Org 2,299.0,85.0,0.8,0.22135416666666666
2020-01-31,Holding Org 3,175.0,18.0,0.8,0.09326424870466321
2020-02-29,Holding Org 3,160.0,16.0,0.8,0.09090909090909091
2020-03-31,Holding Org 3,95.0,4.0,0.8,0.04040404040404041
2020-04-30,Holding Org 3,30.0,45.0,0.8,0.6
2020-05-31,Holding Org 3,125.0,31.0,0.8,0.1987179487179487
2020-06-30,Holding Org 3,689.0,207.0,0.8,0.23102678571428573
2020-07-31,Holding Org 3,1916.0,921.0,0.8,0.32463870285512864
2020-08-31,Holding Org 3,1526.0,878.0,0.8,0.3652246256239601
2020-09-30,Holding Org 3,1549.0,1032.0,0.8,0.39984502130956995
